Term,Pronunciation,Context / Example Usage,Notes,Tags
mutated-type-interface,,,,unclassified
Mytkowicz,,,,unclassified
Natural-blame,,,,unclassified
Natural-exceptions,,,,unclassified
Palsberg,,,,unclassified
Pavlinovic,,,,unclassified
Phipps-Costin,,,,unclassified
pptt,,,,unclassified
Rastogi,,,,unclassified
S-expression,,,,unclassified
Schnorf,,,,unclassified
selected-objects,,,,unclassified
Spiza,,,,unclassified
suffixtree,,,,unclassified
Tetris,,,,unclassified
Thiemann,,,,unclassified
third-party,,,,unclassified
Transient-exceptions,,,,unclassified
Transient-first-blame,,,,unclassified
Transient-last,,,,unclassified
ttyypp,,,,unclassified
type-check,,,,unclassified
type-interface,,,,unclassified
UserInfo,,,,unclassified
Weimer,,,,unclassified
Wexelblat,,,,unclassified
xxcc,,,,unclassified
yra,,,,unclassified
2CFA,,,,unclassified
a-priori,,,,unclassified
aattuurraa,,,,unclassified
adaptors--is,,,,unclassified
AlTadmri,,,,unclassified
Amjad,,,,unclassified
and--if,,,,unclassified
and/c,,,,unclassified
arity,,,,unclassified
array-broadcast,,,,unclassified
array-transform,,,,unclassified
array-utils,,,,unclassified
as-if,,,,unclassified
as-is,,,,unclassified
Aseem,,,,unclassified
Asger,,,,unclassified
ASPLOS,,,,unclassified
available--a,,,,unclassified
backend,,,,unclassified
Baijun,,,,unclassified
behavior--that,,,,unclassified
Blackbox,,,,unclassified
blame--is,,,,unclassified
Butterick,,,,unclassified
Camerer,,,,unclassified
cessful,,,,unclassified
CIFellows,,,,unclassified
class's,,,,unclassified
class-fld,,,,unclassified
class-mtd,,,,unclassified
client/summarize--suggesting,,,,unclassified
code-originated,,,,unclassified
component-bycomponent,,,,unclassified
Comput.-Hum,,,,unclassified
contract-proxy,,,,unclassified
Counter-Factual,,,,unclassified
CRA,,,,unclassified
curated,,,,unclassified
Danfeng,,,,unclassified
data--and,,,,unclassified
deconstructed,,,,unclassified
define-type,,,,unclassified
deploy10,,,,unclassified
discovnnss,,,,unclassified
Economicus,,,,unclassified
elements--the,,,,unclassified
Erasure's,,,,unclassified
ered,,,,unclassified
export(s,,,,unclassified
FASE,,,,unclassified
Fehr,,,,unclassified
find-objects-with-key,,,,unclassified
flow-adaptor,,,,unclassified
for/list,,,,unclassified
fun-swap,,,,unclassified
function-entry,,,,unclassified
generativity,,,,unclassified
Gintis,,,,unclassified
GitHub.1,,,,unclassified
GJ,,,,unclassified
Goslin,,,,unclassified
gradually-typed,,,,unclassified
graduallytyped,,,,unclassified
grammer,,,,unclassified
Greenman's,,,,unclassified
Hauswirth,,,,unclassified
head-to-head,,,,unclassified
human-centered,,,,unclassified
ICER,,,,unclassified
ICSE,,,,unclassified
in-list,,,,unclassified
interface-imposed,,,,unclassified
interface/json-unpack-lib,,,,unclassified
Iwashima,,,,unclassified
Jakub,,,,unclassified
JFP,,,,unclassified
json-unpack-lib--shows,,,,unclassified
Kai-Uwe,,,,unclassified
Kambhatla,,,,unclassified
Kleinschmager,,,,unclassified
Kolling,,,,unclassified
latter's,,,,unclassified
library--specifically,,,,unclassified
Library-side,,,,unclassified
long-running,,,,unclassified
Longmans,,,,unclassified
loop-entry,,,,unclassified
MacQueen,,,,unclassified
McElreath,,,,unclassified
mix-typed,,,,unclassified
mixed-typed,,,,unclassified
mixin-based,,,,unclassified
Mixins,,,,unclassified
modifications--specifically,,,,unclassified
module(s,,,,unclassified
mutant's,,,,unclassified
mutation-induced,,,,unclassified
narios,,,,unclassified
Natural-with-blame,,,,unclassified
Natural-withblame,,,,unclassified
NNaa,,,,unclassified
non-generative,,,,unclassified
non-trivial,,,,unclassified
northwestern.edu,,,,unclassified
npm,,,,unclassified
object-oriented,,,,unclassified
off-by-one,,,,unclassified
open-source,,,,unclassified
Open-World,,,,unclassified
operationalize,,,,unclassified
order.5,,,,unclassified
other's,,,,unclassified
owner/author(s,,,,unclassified
Pombrio,,,,unclassified
ppee,,,,unclassified
pre-constructing,,,,unclassified
pro80,,,,unclassified
program-run,,,,unclassified
programming-oriented,,,,unclassified
programs.4,,,,unclassified
quadT,,,,unclassified
quadU,,,,unclassified
re-declare,,,,unclassified
re-exports,,,,unclassified
re-runs,,,,unclassified
read-json,,,,unclassified
rename-out,,,,unclassified
"repository,2",,,,unclassified
Robbes,,,,unclassified
rraa,,,,unclassified
rrss,,,,unclassified
rruu,,,,unclassified
Runtimes,,,,unclassified
Samanvitha,,,,unclassified
satisficing,,,,unclassified
Sayward,,,,unclassified
sceFig,,,,unclassified
Sekiyama,,,,unclassified
Sentance,,,,unclassified
SNAPL,,,,unclassified
Solver-Based,,,,unclassified
ss--m,,,,unclassified
stacktraces,,,,unclassified
Statically-Typed,,,,unclassified
Stefik,,,,unclassified
struct's,,,,unclassified
suc,,,,unclassified
take5,,,,unclassified
takeaways,,,,unclassified
Tanter,,,,unclassified
time-frame,,,,unclassified
tools.3,,,,unclassified
tt--ss,,,,unclassified
ttaaiinn,,,,unclassified
ttee,,,,unclassified
ttuu,,,,unclassified
ttyy,,,,unclassified
type-)consistency,,,,unclassified
type-able,,,,unclassified
type-annotation,,,,unclassified
type-checked,,,,unclassified
type-error,,,,unclassified
type-related,,,,unclassified
typedef,,,,unclassified
Typestate,,,,unclassified
Ubilab,,,,unclassified
upon--across,,,,unclassified
use90,,,,unclassified
User-Centered,,,,unclassified
value(s,,,,unclassified
value-witness,,,,unclassified
Walkingshaw,,,,unclassified
WAV,,,,unclassified
website,,,,unclassified
welldefined,,,,unclassified
widely-used,,,,unclassified
Wies,,,,unclassified
with50,,,,unclassified
work-around,,,,unclassified
yet-different,,,,unclassified
Yusuke,,,,unclassified
Zalewski,,,,unclassified
Zeina,,,,unclassified
Zeppieri,,,,unclassified
Zvonimir,,,,unclassified
