Term,Pronunciation,Context / Example Usage,Notes,Tags
roots(H3,,,,unclassified
S]x,,,,unclassified
Scheme,,,,Common-term programming-language
SIGPLAN-SIGACT,,,,unclassified
splay-leaf,,,,unclassified
std::map,,,,unclassified
Stoye,,,,unclassified
subterm,,,,unclassified
tail-call,,,,unclassified
tail-context,,,,unclassified
"tmap(l,f",,,,unclassified
"tmap(r,f",,,,unclassified
tzipper,,,,unclassified
u3,,,,unclassified
Ubuntu,,,,unclassified
Unit(x,,,,unclassified
Unit(y,,,,unclassified
unit3,,,,unclassified
Universiteit Utrecht,,,,Institution
University of Edinburgh,,,,Institution
x:=y,,,,unclassified
yk,,,,unclassified
zig-zig,,,,unclassified
zp,,,,unclassified
zpp,,,,unclassified
0.56x,,,,unclassified
0.59s,,,,unclassified
0.73x,,,,unclassified
0.74x,,,,unclassified
0.83s,,,,unclassified
0.91s,,,,unclassified
0.95x,,,,unclassified
0.98x,,,,unclassified
002137.html,,,,unclassified
0x,,,,unclassified
1.03x,,,,unclassified
1.07x,,,,unclassified
1.14s,,,,unclassified
1.19x,,,,unclassified
1.24s,,,,unclassified
1.25x,,,,unclassified
1.27x,,,,unclassified
1.44x,,,,unclassified
1.59x,,,,unclassified
1.69x,,,,unclassified
12th,,,,unclassified
17th,,,,unclassified
19th,,,,unclassified
1x,,,,unclassified
2.47x,,,,unclassified
"2021,v2.4.2",,,,unclassified
"2023,Sec",,,,unclassified
21st,,,,unclassified
24-April,,,,unclassified
2475-1421/2023/8-ART198,,,,unclassified
2n,,,,unclassified
2x,,,,unclassified
3*N,,,,unclassified
31st,,,,unclassified
3233/FI-222106,,,,unclassified
35th,,,,unclassified
38th,,,,unclassified
3n,,,,unclassified
3x,,,,unclassified
42nd,,,,unclassified
6n,,,,unclassified
7950x,,,,unclassified
A-normal,,,,unclassified
abitrary,,,,unclassified
Abrahamson,,,,unclassified
abstraction,,,,Common-term
Aehlig,,,,unclassified
AFP'08,,,,unclassified
Alexey,,,,unclassified
alias,,,,
alloc(2,,,,unclassified
AMD7950X,,,,unclassified
anamorphisms,,,,unclassified
anons,,,,unclassified
anton.lorenzen@ed.ac,,,,email
append(lo,,,,unclassified
append(xs,,,,unclassified
Applicatifs,,,,unclassified
arity,,,,unclassified
array,,,,Common-term
B)->(C,,,,unclassified
BCons(next,,,,unclassified
BEmpty,,,,unclassified
Bin(l,,,,unclassified
"Bin(l',t",,,,unclassified
"Bin(l,t",,,,unclassified
"BinL(ctx,r",,,,unclassified
"BinL(k,r",,,,unclassified
"BinL(up,r",,,,unclassified
"BinR(l',k",,,,unclassified
"BinR(l,up",,,,unclassified
"BinR(t,up",,,,unclassified
Bird-Meertens,,,,unclassified
Birkedal,,,,unclassified
bmatchh,,,,unclassified
Braband,,,,unclassified
C-Functional,,,,unclassified
calculi,,,,
capture-avoiding,,,,unclassified
Castan,,,,unclassified
category,,,,
Chargueraud,,,,unclassified
Citeseer,,,,unclassified
CJD,,,,unclassified
Clean--a,,,,unclassified
Compile-time,,,,unclassified
Computerwetenschappen,,,,unclassified
conclusion,,,,
Conference-Volume,,,,unclassified
Cons2(x,,,,unclassified
contructor,,,,unclassified
d'Excideuil,,,,unclassified
daan@microsoft.com,,,,email
de)allocate,,,,unclassified
decref(xs,,,,unclassified
defbase,,,,unclassified
deffun,,,,unclassified
definition--yet,,,,unclassified
defunctionalization,,,,
dependent,,,,Common-term
depth-first,,,,unclassified
Deutsch-Schorr-Waite,,,,unclassified
direct-style,,,,unclassified
doi.org/10.1145/181748.181750,,,,unclassified
doi:https://doi.org/10.1145,,,,unclassified
dom(S1,,,,unclassified
"down(r,f,BinR(t,k",,,,unclassified
"down(t,f,Top",,,,unclassified
Duba,,,,unclassified
dup(xx,,,,unclassified
Durrieu,,,,unclassified
dynamic semantics,,,,
E[(x,,,,unclassified
E[e1,,,,unclassified
E[e2,,,,unclassified
e[x:=v1,,,,unclassified
e[x:=x,,,,unclassified
e[x:=y,,,,unclassified
e[x:=z,,,,unclassified
e[y:=v1,,,,unclassified
e[y:=y,,,,unclassified
Edsko de Vries,,,,Author
Eekelen,,,,unclassified
elif,,,,unclassified
Endre,,,,unclassified
Episciences,,,,unclassified
ETAPS,,,,unclassified
expressive,,,,Common-term
expressiveness,,,,Common-term
f(e,,,,unclassified
f(v,,,,unclassified
Fett,,,,unclassified
fip(1,,,,unclassified
fixed-size,,,,unclassified
fn(x,,,,unclassified
fold,,,,Common-term
FP,,functional programming,,
Francophones,,,,unclassified
fully-in-place,,,,unclassified
functor,,,,Common-term
Fundamenta,,,,unclassified
fv(rng(H,,,,unclassified
fv(rng(S,,,,unclassified
fv(v1,,,,unclassified
fv(v2,,,,unclassified
garbage collector,,GC,,Common-term
GC'd,,,,unclassified
Gerke,,,,unclassified
hal-03146495,,,,unclassified
hand-written,,,,unclassified
Heap-Space,,,,unclassified
higher-order,,,,Common-term
higherorder,,,,unclassified
Hindley-Milner,,,,
Hongseok,,,,unclassified
https://koka-lang.github.io,,,,unclassified
Hughes's,,,,unclassified
ICFP'23,,,,unclassified
immutable,,,,Common-term
Informaticae,,,,unclassified
integers1,,,,unclassified
is-red,,,,unclassified
is-red(^t,,,,unclassified
is-unique(xs,,,,unclassified
iterations,,,,
J.R,,,,unclassified
Jean-Marie,,,,unclassified
JFLA,,,,unclassified
Journeees,,,,unclassified
JW,,,,unclassified
k+1,,,,unclassified
Katholieke,,,,unclassified
keyword2,,,,unclassified
Koen Claessen,,,,Author
Koneny,,,,unclassified
Langages,,,,unclassified
langugage,,,,unclassified
Lars Birkedal,,,,Author
Lecussan,,,,unclassified
left(t,,,,unclassified
left-rotate(t,,,,unclassified
Leiserson,,,,unclassified
LFPL,,,,unclassified
"lo',hi",,,,unclassified
"lo,hi",,,,unclassified
M-H,,,,unclassified
Machine-Independent,,,,unclassified
Malloc-Free,,,,unclassified
mapT,,,,unclassified
Matthias Felleisen,,,,Author
Medard,,,,unclassified
memory management,,,,Common-term
mergesort,,,,unclassified
monoid,,,,Common-term
monoidal,,,,Common-term
monomorphisation,,,,unclassified
monomorphise,,,,unclassified
Mooly,,,,unclassified
More(One,,,,unclassified
More(One(y,,,,unclassified
More(Pair,,,,unclassified
More(Pair(y,,,,unclassified
More(Three(x,,,,unclassified
More(Three(y,,,,unclassified
More(Triple,,,,unclassified
More(Triple(x,,,,unclassified
More(Triple(y,,,,unclassified
More(Two(y,,,,unclassified
More0,,,,unclassified
More0(y,,,,unclassified
morphism,,,,Common-term
MSR-TR-202319,,,,unclassified
n)-times,,,,unclassified
n+m,,,,unclassified
Nil2(x,,,,unclassified
"Node(l,v,r",,,,unclassified
"Node(l,x,Node(r,y,ry",,,,unclassified
Node(left,,,,unclassified
"Node(Node(ly,y,l),x,r",,,,unclassified
Node(Red,,,,unclassified
"Node(smap(f,l",,,,unclassified
"NodeL(ctx,x,r",,,,unclassified
"NodeL(NodeL(up,z,rz),y,ry",,,,unclassified
"NodeL(NodeR(lz,z,up),y,ry",,,,unclassified
"NodeL(Red,zpp,zpk,zpv,zpr",,,,unclassified
"NodeL(Root,y,ry",,,,unclassified
"NodeL(up,x,r",,,,unclassified
"NodeR(l,x,up",,,,unclassified
"NodeR(ly,y,NodeL(up,z,rz",,,,unclassified
"NodeR(ly,y,NodeR(lz,z,up",,,,unclassified
"NodeR(ly,y,Root",,,,unclassified
"NodeR(Red,zpl,zpk,zpv,zpp",,,,unclassified
non-destructive,,,,unclassified
non-linear,,,,unclassified
Non-Size-Increasing,,,,unclassified
Non-Strict,,,,unclassified
non-tail,,,,unclassified
normalization,,computations,,theory
O(1)-times,,,,unclassified
O(log,,,,unclassified
"One(4,One(3,One(2,One(1,End",,,,unclassified
One(elem,,,,unclassified
One(pivot,,,,unclassified
one-bit,,,,unclassified
one-element,,,,unclassified
One-Hole,,,,unclassified
org/10.1016/j.tcs.2006.12.036,,,,unclassified
owner/author(s,,,,unclassified
paradigm,,,,Common-term
parameter(s,,,,unclassified
Perceus algorithm,,,,
"pivot,hi",,,,unclassified
PLDI,,,,unclassified
pointer-tagging,,,,unclassified
polymorphism,,,,Common-term
product-contexts,,,,unclassified
program--but,,,,unclassified
Programms,,,,unclassified
proporties,,,,unclassified
quadratic,,,,Common-term
"quicksort(lo),quicksort(hi",,,,unclassified
quicksort(xs,,,,unclassified
r2,,,,unclassified
rb-insert-fixup,,,,unclassified
real-world,,,,unclassified
rebuild(z,,,,unclassified
rebuild(zp,,,,unclassified
"rebuild(zppp,right-rotate",,,,unclassified
recurse4,,,,unclassified
Redmond,,,,
Reduction-Based,,,,unclassified
Reduction-Free,,,,unclassified
Reference Counting With Frame Limited Reuse,,,,Title
referential transparency,,,,Common-term
relational,,,,
reverse(xs,,,,unclassified
"reverse-acc(xs,Nil",,,,unclassified
right-subtree,,,,unclassified
Rinus,,,,unclassified
Rivest,,,,unclassified
roots(H,,,,unclassified
roots(H1,,,,unclassified
roots(S,,,,unclassified
roots(S2,,,,unclassified
roots(S3,,,,unclassified
rootset,,,,unclassified
run-time,,,,unclassified
Sabry,,,,unclassified
Sagiv,,,,unclassified
Sasbachwalden,,,,unclassified
Scherer,,,,unclassified
SchorrWaite,,,,unclassified
Sebastian Ullrich,,,,Author
self-balancing,,,,unclassified
Semantic,,,,Common-term
set-black,,,,unclassified
SIGACT-SIGPLAN,,,,unclassified
singly-linked,,,,unclassified
size(x,,,,unclassified
"smap(f,r",,,,unclassified
space--it,,,,unclassified
"splay(l,x,r,ctx",,,,unclassified
"splay(Top(l,x,Leaf),up",,,,unclassified
"splay(Top(l,x,r),ctx",,,,unclassified
"splay(Top(l,y,r),ctx",,,,unclassified
"splay(Top(Leaf,x,r),up",,,,unclassified
splay-leaf(ctx,,,,unclassified
Springer-Verlag,,,,unclassified
stack-based,,,,unclassified
stack-safe,,,,unclassified
"stree,szipper",,,,unclassified
Sub(list,,,,unclassified
suprisingly,,,,unclassified
Sven-Bodo,,,,unclassified
S|C,,,,unclassified
S|e,,,,unclassified
t.set-black,,,,unclassified
T[e,,,,unclassified
T[J,,,,unclassified
tail-position,,,,unclassified
these3,,,,unclassified
Tip(a,,,,unclassified
Tip(f(a,,,,unclassified
Tip(f(x,,,,unclassified
Tip(x,,,,unclassified
tmap(f,,,,unclassified
"tmap(r,f,fn(r",,,,unclassified
tmap(t,,,,unclassified
"Top(l,x,Node(r,y,Node(ry,z,rz",,,,unclassified
"Top(l,x,r",,,,unclassified
"Top(Node(ly,y,l),x,Node(r,z,rz",,,,unclassified
"Top(Node(lz,z,l),x,Node(r,y,ry",,,,unclassified
tranformed,,,,unclassified
Tree-Traversal,,,,unclassified
TRMC,,,,unclassified
Twan,,,,unclassified
two-element,,,,unclassified
Type-Based,,,,unclassified
uncons/snoc,,,,unclassified
Universiteit,,,,unclassified
v2,,,,unclassified
w.s.swierstra@uu.nl,,,,email
well-typed,,,,Common-term
wher,,,,unclassified
"x,y",,,,unclassified
x.e,,,,unclassified
x:=v,,,,unclassified
x:=v2,,,,unclassified
x:=x,,,,unclassified
x:=z,,,,unclassified
xi+1,,,,unclassified
y:=v,,,,unclassified
y:=v2,,,,unclassified
y:=z,,,,unclassified
Yang's,,,,unclassified
yi-1,,,,unclassified
y|x,,,,unclassified
Z1(pivot,,,,unclassified
Zenodo,,,,unclassified
zero-sized,,,,unclassified
Zik,,,,unclassified
zipper-based,,,,unclassified
"zlookup(l,x,NodeL(ctx,y,r",,,,unclassified
"zlookup(r,x,NodeR(l,y,ctx",,,,unclassified
"zlookup(t,x,Root",,,,unclassified
