Term,Pronunciation,Context / Example Usage,Notes,Tags
Vieira,,,,unclassified
Willsey,,,,unclassified
x.j,,,,unclassified
xclose,,,,unclassified
Xia,,,,unclassified
xsend,,,,unclassified
Agrawal,,,,unclassified
Andreia,,,,unclassified
Andrzej,,,,unclassified
another.13,,,,unclassified
API-based,,,,unclassified
apply-split,,,,unclassified
autocompletion,,,,unclassified
BEAT2,,,,unclassified
Bica,,,,unclassified
Bliudze,,,,unclassified
Bocchi,,,,unclassified
Bodik,,,,unclassified
Bracht,,,,unclassified
Bravetti,,,,unclassified
callback-based,,,,unclassified
Castellani,,,,unclassified
Chakravarty,,,,unclassified
channel.5,,,,unclassified
choreography12,,,,unclassified
Chung-chieh,,,,unclassified
Chung-Kil,,,,unclassified
CmdStore,,,,unclassified
Cmd{n,,,,unclassified
command-based,,,,unclassified
Communication-Based,,,,unclassified
Communication-safe,,,,unclassified
Counsell,,,,unclassified
Data.Text.IO,,,,unclassified
definien,,,,unclassified
definition.8,,,,unclassified
Demange,,,,unclassified
Demangeon,,,,unclassified
dependentlytyped,,,,unclassified
Deusen,,,,unclassified
Devriese,,,,unclassified
Dezani-Ciancaglini,,,,unclassified
Dimitrios,,,,unclassified
domain-specific,,,,unclassified
Edixhoven,,,,unclassified
Eijiro,,,,unclassified
Euro-Par,,,,unclassified
execStateT,,,,unclassified
exec{suc,,,,unclassified
FASE,,,,unclassified
Ferruccio,,,,unclassified
FM-RAIL-Bok,,,,unclassified
Friis,,,,unclassified
function.6,,,,unclassified
Garrigue14,,,,unclassified
Ghilezan,,,,unclassified
Giachino,,,,unclassified
Gianluigi,,,,unclassified
Gistrup,,,,unclassified
Guillermina,,,,unclassified
Hannes,,,,unclassified
Haskell-inspired,,,,unclassified
Henrio,,,,unclassified
Hernan,,,,unclassified
Hiromi,,,,unclassified
HOAS,,,,unclassified
https,,,,unclassified
human-readable,,,,unclassified
Hur,,,,unclassified
Ilaria,,,,unclassified
Iliano,,,,unclassified
Interaction-based,,,,unclassified
inversionof-control,,,,unclassified
Jaejin,,,,unclassified
Jayaraman,,,,unclassified
Jongmans,,,,unclassified
Jovanka,,,,unclassified
Kaku,,,,unclassified
Keigo,,,,unclassified
Kunal,,,,unclassified
Lanese,,,,unclassified
language-embedded,,,,unclassified
Laumann,,,,unclassified
Legay,,,,unclassified
Li-yao,,,,unclassified
like2,,,,unclassified
Lippmeier,,,,unclassified
locate-split,,,,unclassified
locatesplit,,,,unclassified
Ludovic,,,,unclassified
Majumdar,,,,unclassified
Malecha,,,,unclassified
Mariangiola,,,,unclassified
Mascardi,,,,unclassified
Mavridou,,,,unclassified
metafunctions,,,,unclassified
mixfix,,,,unclassified
MoKMaSD,,,,unclassified
Mordido,,,,unclassified
Mostrous,,,,unclassified
MSCS,,,,unclassified
Munksgaard,,,,unclassified
non-dependent,,,,unclassified
non-empty,,,,unclassified
non-monadic,,,,unclassified
non-terminating,,,,unclassified
OOPSLA,,,,unclassified
OpenCert,,,,unclassified
operator:7,,,,unclassified
owner/author(s,,,,unclassified
PADL,,,,unclassified
Pantovic,,,,unclassified
Parrow,,,,unclassified
Passau,,,,unclassified
pen-and-paper,,,,unclassified
Peressotti,,,,unclassified
Pfenning,,,,unclassified
pi-calculus,,,,unclassified
PPoPP,,,,unclassified
pragma,,,,unclassified
Proenca,,,,unclassified
protocol-specific,,,,unclassified
Rastislav,,,,unclassified
reader's,,,,unclassified
recursion.11,,,,unclassified
RECVCH,,,,unclassified
refactored,,,,unclassified
Rokhini,,,,unclassified
runReaderT,,,,unclassified
Ruofei,,,,unclassified
Rupak,,,,unclassified
s-i,,,,unclassified
Saddek,,,,unclassified
Saffrich,,,,unclassified
SEFM,,,,unclassified
SENDCH,,,,unclassified
SEPI,,,,unclassified
Session-OCaml,,,,unclassified
Spaderna,,,,unclassified
state-based,,,,unclassified
StMungo,,,,unclassified
subprotocols,,,,unclassified
Sumii,,,,unclassified
Sung-Shik,,,,unclassified
Text.putStrLn,,,,unclassified
toN-fromN,,,,unclassified
Tuosto,,,,unclassified
type-checked,,,,unclassified
Typechecking,,,,unclassified
typerelated,,,,unclassified
typestate,,,,unclassified
values.3,,,,unclassified
variable-feature,,,,unclassified
Vassor,,,,unclassified
Wasowski,,,,unclassified
WS-FMDS,,,,unclassified
Yuen,,,,unclassified
Zavattaro,,,,unclassified
Zdancewic,,,,unclassified
Zhenjiang,,,,unclassified
