Term,Pronunciation,Context / Example Usage,Notes,Tags
constant-(0,,,,unclassified
Czajka,,,,unclassified
e-mail,,,,unclassified
Eguchi,,,,unclassified
environment-based,,,,unclassified
evt(tl,,,,unclassified
f(in,,,,unclassified
f(n,,,,unclassified
f(tl,,,,unclassified
FSCD,,,,unclassified
Ghyselen,,,,unclassified
Greibach,,,,unclassified
h(c,,,,unclassified
Hainry,,,,unclassified
halt(c,,,,unclassified
hd(y,,,,unclassified
i-th,,,,unclassified
i<k,,,,unclassified
init(x,,,,unclassified
k-digit,,,,unclassified
Kozen,,,,unclassified
Kristiansen,,,,unclassified
Lafont,,,,unclassified
Leivant,,,,unclassified
length-access,,,,unclassified
min{v,,,,unclassified
Moschovakis,,,,unclassified
next(c,,,,unclassified
odt(tl,,,,unclassified
out(c,,,,unclassified
prepends,,,,unclassified
pseudocode,,,,unclassified
q(max,,,,unclassified
q(P(x,,,,unclassified
q(x,,,,unclassified
readonly,,,,unclassified
recursion-theoretic,,,,unclassified
RFsymbW,,,,unclassified
RFsymbxW,,,,unclassified
RWfactorizable,,,,unclassified
s2xCxIx2xCxC,,,,unclassified
s2xIxC,,,,unclassified
set-theoretic,,,,unclassified
sort(u,,,,unclassified
subterm,,,,unclassified
T1b,,,,unclassified
Tgf,,,,unclassified
Toldin,,,,unclassified
uj,,,,unclassified
vc+|s,,,,unclassified
v|v,,,,unclassified
welldefined,,,,unclassified
wellformed,,,,unclassified
xenvironment,,,,unclassified
xfR,,,,unclassified
x|u,,,,unclassified
x|x,,,,unclassified
0)-function,,,,unclassified
a(n,,,,unclassified
add(u0,,,,unclassified
always-true,,,,unclassified
AMAST,,,,unclassified
Andrzej,,,,unclassified
arithmetic.14,,,,unclassified
Author(s,,,,unclassified
Autom,,,,unclassified
Bar-Hillel,,,,unclassified
BenAmram,,,,unclassified
Birkhauser,,,,unclassified
Bit/length,,,,unclassified
BL-terms,,,,unclassified
Bonchi,,,,unclassified
boolean-valued,,,,unclassified
booleanvalued,,,,unclassified
bottom-most,,,,unclassified
bounded-in-n,,,,unclassified
boundedwidth,,,,unclassified
calls.6,,,,unclassified
cat(Px,,,,unclassified
CMrec,,,,unclassified
complexity-theoretic,,,,unclassified
compositionality,,,,unclassified
cons([[pR,,,,unclassified
cons(hp,,,,unclassified
cons(true,,,,unclassified
cons-ing,,,,unclassified
consthem,,,,unclassified
construct-only,,,,unclassified
correctness.9,,,,unclassified
destruct-only,,,,unclassified
double(exp(n-1,,,,unclassified
double(n,,,,unclassified
else-clause,,,,unclassified
EPTCS,,,,unclassified
equals-zero,,,,unclassified
ETAPS,,,,unclassified
even(n,,,,unclassified
even(n-2,,,,unclassified
evt(y,,,,unclassified
exp(n,,,,unclassified
f(c,,,,unclassified
f(tl(x,,,,unclassified
Filinski,,,,unclassified
fj,,,,unclassified
Funct,,,,unclassified
Generalisations,,,,unclassified
groundbreaking,,,,unclassified
hd(f,,,,unclassified
hd(SR,,,,unclassified
hd(tl,,,,unclassified
heapsort,,,,unclassified
Heizmann,,,,unclassified
higher-security,,,,unclassified
https://creativecommons.org,,,,unclassified
I(g(x,,,,unclassified
ICALP'98,,,,unclassified
ill-typed,,,,unclassified
input--are,,,,unclassified
input--recall,,,,unclassified
input.13,,,,unclassified
inputs.1,,,,unclassified
ith,,,,unclassified
ith-bit,,,,unclassified
ith-bit.4,,,,unclassified
JFP,,,,unclassified
Kapron,,,,unclassified
kdigit,,,,unclassified
Kleene's,,,,unclassified
Kuressaare,,,,unclassified
leap(n,,,,unclassified
leap(x,,,,unclassified
leap]](x,,,,unclassified
left-hand-sides,,,,unclassified
less(c,,,,unclassified
less(T0,,,,unclassified
licenses/by/4.0,,,,unclassified
LICS,,,,unclassified
logarithmicspace,,,,unclassified
many-in-|x,,,,unclassified
max{u0,,,,unclassified
merge(sort(u0,,,,unclassified
Mergesort,,,,unclassified
MFCS,,,,unclassified
minus(c,,,,unclassified
minus(T0,,,,unclassified
module.21,,,,unclassified
modules--a,,,,unclassified
mwp-Analysis,,,,unclassified
nk,,,,unclassified
non-decreasing,,,,unclassified
non-pathological,,,,unclassified
non-size,,,,unclassified
non-size-increasing,,,,unclassified
non-tail-recursive,,,,unclassified
non-Turing,,,,unclassified
normal/safe,,,,unclassified
North-Holland,,,,unclassified
null(SR,,,,unclassified
null(T,,,,unclassified
O(log,,,,unclassified
odt(y,,,,unclassified
Oitavem,,,,unclassified
order--and,,,,unclassified
order-theoretic,,,,unclassified
out(x,,,,unclassified
P(T,,,,unclassified
p0f,,,,unclassified
Pechoux,,,,unclassified
Pi-calculus,,,,unclassified
polynomialtime,,,,unclassified
position(seed,,,,unclassified
pre-image,,,,unclassified
primitives5,,,,unclassified
program--we,,,,unclassified
proof-theoretic,,,,unclassified
Puglisi,,,,unclassified
Quasi-interpretations,,,,unclassified
R-string,,,,unclassified
R2k,,,,unclassified
read/writefactorizable,,,,unclassified
recursive/polynomial,,,,unclassified
respectively.15,,,,unclassified
respectively.8,,,,unclassified
RFsymbg,,,,unclassified
RTA-TLCA,,,,unclassified
Rubiano,,,,unclassified
Rusch,,,,unclassified
RW-)factorizable,,,,unclassified
RW-factorization,,,,unclassified
RW-program,,,,unclassified
SchmidtSchau,,,,unclassified
science.3,,,,unclassified
second-order,,,,unclassified
Seiller,,,,unclassified
SIDDHARTH,,,,unclassified
SIGACT,,,,unclassified
SIGPLAN-SIGACT,,,,unclassified
sive,,,,unclassified
Skyum,,,,unclassified
sort(u1,,,,unclassified
state(seed,,,,unclassified
STOC,,,,unclassified
sub-program,,,,unclassified
subterms,,,,unclassified
T2b,,,,unclassified
tail-recursive/logarithmic,,,,unclassified
these.17,,,,unclassified
tier-based,,,,unclassified
tj,,,,unclassified
tl(SR,,,,unclassified
tl(x,,,,unclassified
TMlogspace,,,,unclassified
TMptime,,,,unclassified
Turing-complete,,,,unclassified
type-0,,,,unclassified
type-based,,,,unclassified
type-C,,,,unclassified
type-W,,,,unclassified
ui-|w,,,,unclassified
Varg,,,,unclassified
VSL,,,,unclassified
W-thinness,,,,unclassified
way.2,,,,unclassified
Winskel,,,,unclassified
zero(n-1,,,,unclassified
