Term,Pronunciation,Context / Example Usage,Notes,Tags
D)xPfin,,,,unclassified
derive,,,,
E(ref,,,,unclassified
Erlang's,,,,unclassified
Erlang-style,,,,unclassified
functional programming,,,,
IntBool,,,,unclassified
J.K,,,,unclassified
L_T,,,,unclassified
LICS,,,,unclassified
loc(Int,,,,unclassified
M-Del,,,,unclassified
map-update,,,,unclassified
not(R,,,,unclassified
Pottier,,,,
recursive,,,,Common-term
reductum,,,,unclassified
row polymorphism,,,,
Typespec,,,,unclassified
user-defined,,,,unclassified
Zhiwu,,,,unclassified
1loc,,,,unclassified
abstractions,,,,
algorithmic,,,,Common-term
backtrack,,,,Common-term
backtracking,,,,Common-term
betwo,,,,unclassified
Blog,,,,unclassified
Bonnaire-Sergeant,,,,unclassified
C.A.R,,,,unclassified
Clojure,,,,unclassified
CNRS,,Centre national de la recherche scientifique ,,Institution
coinductively,,,,unclassified
data-structures,,,,unclassified
Dependent types,,,,types
deref,,,,unclassified
Duboc,,,,unclassified
E(loc,,,,unclassified
Elixir's,,,,unclassified
extensional,,functions,,theory
falafels,,,,unclassified
https,,,,unclassified
https://doi.org/10,,,,unclassified
ill-typed,,,,unclassified
J*K,,,,unclassified
J0K,,,,unclassified
Jategaonkar,,,,unclassified
Jloc,,,,unclassified
libraries/classes,,,,unclassified
loc(IntBool,,,,unclassified
map/struct,,,,unclassified
Mickael,,,,unclassified
ML,,,,Programming-language
multi-field,,,,unclassified
Nardelli,,,,unclassified
number|string,,,,unclassified
operational semantics,,,,
row-variables,,,,unclassified
runtime,,,,Common-term
Sagonas,,,,unclassified
second-order,,,,unclassified
set-theoretically,,,,unclassified
Statically-Typed,,,,unclassified
"string,number",,,,unclassified
Stringnil,,,,unclassified
subterms,,,,unclassified
type-check,,,,unclassified
type-checker,,,,Common-term
Type-Level,,,,unclassified
Typespec's,,,,unclassified
Typespecs,,,,unclassified
Valim,,,,unclassified
x.e.length,,,,unclassified
xPfin,,,,unclassified
1(nilNaN,,,,unclassified
1)loc(Bool,,,,unclassified
1basic,,,,unclassified
6We,,,,unclassified
a.k.a,,,,unclassified
ACM-SIGPLAN,,,,unclassified
ad-hoc,,,,unclassified
Adam Chlipala,,,,Author
adapte,,,,unclassified
algorithm--obtained,,,,unclassified
any.8,,,,unclassified
APLAS,,,,unclassified
application/json,,,,unclassified
arguments--is,,,,unclassified
array,,,,Common-term
Artem,,,,unclassified
as-patterns,,,,unclassified
atoms--cf,,,,unclassified
atoms--ranged,,,,unclassified
automata,,,,Common-term
B+DxD+Pfin,,,,unclassified
Belyakova,,,,unclassified
Bool}}--which,,,,unclassified
c)U,,,,unclassified
C+L_D,,,,unclassified
call-by-value,,,,unclassified
case--i.e,,,,unclassified
catch-them-all,,,,unclassified
cell0,,,,unclassified
"cellInt,Int",,,,unclassified
"cellIntBool,IntBool",,,,unclassified
Chlipala,,,,unclassified
colon-prefixed,,,,unclassified
compiler,,,,Common-term
complement.2,,,,unclassified
conclusion,,,,
concurrency,,,,Common-term
conjunction,,,,
Constraint-Based,,,,unclassified
contents--while,,,,unclassified
contravariantly,,,,unclassified
Controvariance,,,,unclassified
counter-intuitive,,,,unclassified
d'un,,,,unclassified
D)Pcofin,,,,unclassified
D)x(Pfin,,,,unclassified
D)xP,,,,unclassified
D--which,,,,unclassified
data-interchange,,,,unclassified
DE(ref,,,,unclassified
decidability,,,,
decidable,,,,
dependent,,,,Common-term
DJK,,,,unclassified
dom(R,,,,unclassified
Dref,,,,unclassified
DxP,,,,unclassified
dynamic semantics,,,,
dynamically-typed,,,,unclassified
Elimination,,,,
errors--but,,,,unclassified
expressiveness,,,,Common-term
f(x,,,,unclassified
face-value,,,,unclassified
fetch!(e1,,,,unclassified
fetch!(r,,,,unclassified
Flow's,,,,unclassified
follows:12,,,,unclassified
foo(x,,,,unclassified
formalization,,,,Common-term
former--as,,,,unclassified
formulaN,,,,unclassified
Frisch's,,,,unclassified
function--while,,,,unclassified
functions14,,,,unclassified
funcwhile,,,,unclassified
gradually typed language,,,,
hand-side,,,,unclassified
Haskell,,,,Common-term programming-language
her/his,,,,unclassified
highly-optimized,,,,unclassified
Hindley-Milner,,,,
HTTP,,,,unclassified
https://docs.julialang.org,,,,unclassified
https://docs.scala-lang.org,,,,unclassified
https://go.dev/ref/spec,,,,unclassified
https://luau-lang.org,,,,unclassified
https://ocaml.org/docs,,,,unclassified
https://www.lua.org/manual,,,,unclassified
Hyeonseung,,,,unclassified
ICALP,,,,unclassified
ICALP-PPDP,,,,unclassified
imN,,,,unclassified
Implementation-wise,,,,unclassified
input--a,,,,unclassified
input--i.e,,,,unclassified
input--needs,,,,unclassified
instantiation,,,,
IntxInt,,,,unclassified
Int}}--since,,,,unclassified
IRIF,,,,Lab
is--by,,,,unclassified
J1loc,,,,unclassified
Java,,,,
JavaScript's,,,,unclassified
JVM,,,,unclassified
keyexp)--while,,,,unclassified
L_D,,,,unclassified
labels.13,,,,unclassified
lambda-calculus,,,,Common-term
langage,,,,unclassified
lattice,,,,Common-term
left-to-right,,,,unclassified
leftmost-outermost,,,,unclassified
Lenglet,,,,unclassified
LFP,,,,unclassified
loc(1,,,,unclassified
loc-types,,,,unclassified
locations--i.e,,,,unclassified
locations--ranged,,,,unclassified
Loic,,,,unclassified
M-Upd,,,,unclassified
map<T,,,,unclassified
"Map[Int,String",,,,unclassified
map[int]string,,,,unclassified
maps)7,,,,unclassified
maps--e.g,,,,unclassified
maps-like,,,,unclassified
maps/dictionaries/hashes,,,,unclassified
mapselection,,,,unclassified
mapupdate,,,,unclassified
Matthew Lutze,,,,Author
meta-programming,,,,
meta-theoretic,,,,unclassified
meta-theoretically,,,,unclassified
metaprogramming,,,,Common-term
metaprograms,,,,
metatheoretic,,,,unclassified
modularity,,,,Common-term
mutability--i.e,,,,unclassified
mutatable,,,,unclassified
nilInt,,,,unclassified
non-integer,,,,unclassified
non-optional,,,,unclassified
non-overlapping,,,,unclassified
not(0,,,,unclassified
number&string,,,,unclassified
numbers.17,,,,unclassified
Nygaard,,,,unclassified
object-oriented,,,,unclassified
objects/records/structs,,,,unclassified
OCaml/CDuce,,,,unclassified
Oliveira,,,,unclassified
OOPSLA,,,,unclassified
open-closed,,,,unclassified
optional(any)=>any,,,,unclassified
optional(integer)=>integer,,,,unclassified
optional(string)=>integer,,,,unclassified
optional--e.g,,,,unclassified
otherwise.16,,,,unclassified
otherwise.9,,,,unclassified
over-line,,,,unclassified
owner/author(s,,,,unclassified
Padovani,,,,unclassified
parentheses--e.g,,,,unclassified
Pcofin,,,,unclassified
Pelenitsyn,,,,unclassified
Peter Thiemann,,,,Author
Peyrot,,,,unclassified
PHP,,,,unclassified
PLDI,,,,unclassified
PPDP,,,,unclassified
presentation--i.e,,,,unclassified
priority--e.g,,,,unclassified
programmation,,,,unclassified
programming-oriented,,,,unclassified
pseudo-syntax,,,,unclassified
quasi-finite,,,,unclassified
quasieither,,,,unclassified
R)Oand,,,,unclassified
r.key,,,,unclassified
read-type,,,,unclassified
read-write,,,,unclassified
read/write,,,,unclassified
real-world,,,,unclassified
record-manipulating,,,,unclassified
record/map,,,,unclassified
"Record<string,string",,,,unclassified
records-as-structs,,,,unclassified
records.5,,,,unclassified
records/structs,,,,unclassified
records;6,,,,unclassified
recursion,,,,Common-term
reducendum,,,,unclassified
reduction semantics,,,,
relational,,,,
representationO,,,,unclassified
Roblox,,,,unclassified
S(function,,,,unclassified
S(integer|nil,,,,unclassified
safe--the,,,,unclassified
Scala's,,,,unclassified
Serguei,,,,unclassified
SIGPLAN-SIGACT,,,,unclassified
slice(01,,,,unclassified
Springer-Verlag,,,,unclassified
statically-detected,,,,unclassified
staticallydetected,,,,unclassified
string-number,,,,unclassified
string]:string,,,,unclassified
String}}--is,,,,unclassified
struct+map,,,,unclassified
struct-deletion,,,,unclassified
Struct-selection,,,,unclassified
structs.1,,,,unclassified
sub-terms,,,,unclassified
subsets.3,,,,unclassified
supertype,,,,unclassified
Swift's,,,,unclassified
Telecom,,,,unclassified
theNcase,,,,unclassified
Theorie,,,,unclassified
Tobin-Hochstadt,,,,unclassified
type checker,,,,Common-term
type--while,,,,unclassified
Type-Cases,,,,unclassified
type-error,,,,unclassified
type-operators,,,,unclassified
type-systems,,,,unclassified
type-theoretic,,,,unclassified
typechecking,,,,unclassified
types--which,,,,unclassified
unknown,,Gradual typing,,theory
untyped,,,,
use-cases,,,,unclassified
values--just,,,,unclassified
Varacca,,,,unclassified
viceversa,,,,unclassified
w.r.t,,,,unclassified
weak reduction,,,,
Wei-Ngan,,,,unclassified
well-given,,,,unclassified
wild-card,,,,unclassified
wild-cards,,,,unclassified
write-type,,,,unclassified
XML,,,,unclassified
XML-Centric,,,,unclassified
Xuejing,,,,unclassified
YAML,,,,unclassified
