Term,Pronunciation,Context / Example Usage,Notes,Tags
concat,,concatenation common function,,Function
conclusion,,,,
concurrency,,,,Common-term
Dafny,,,,
divergence,,,,Common-term
Elimination,,,,
expressiveness,,,,Common-term
forall,,quantifier,,Common-term logic
Hoare logic,,,,Common-term
Idris 2,,,,
immutable,,,,Common-term
instruction,,,,
integer,,,,Common-term
IO,Eye-oh,,,
Isabelle/HOL,,,,
Lean theorem prover,,,,
linear types,,,,Common-term
Mandate,,,,
memory management,,,,Common-term
metalanguage,,,,
metaprograms,,,,
monomorphic,,,,
Non-determinism,,,,Common-term
optional,,,,
PLDI,,Conference,,Common-term
Plotkin,,Name,,name
quantitative,,,,
Redmond,,,,
reduction,,,,Common-term
refinement types,,,,
refinements,,,,
reflect,,,,
reflection,,,,Common-term
relational,,,,
scalability,,,,
type-checker,,,,Common-term
typechecker,,,,Common-term
VST,,Verified Software Toolchain,,theorem-proving tool
Z3 SMT solver,,,,
HACL,,,,unclassified
upd,,,,unclassified
Zero-Cost,,,,unclassified
alloc,,,,unclassified
idx,,,,unclassified
call-graph,,,,unclassified
mindex,,,,unclassified
false,,,,unclassified
ckey,,,,unclassified
state_s,,,,unclassified
HPKE,,,,unclassified
ifind,,,,unclassified
Blake2,,,,unclassified
recv,,,,unclassified
run-time,,,,unclassified
Bhargavan,,,,unclassified
Nikhil,,,,unclassified
Polubelova,,,,unclassified
Rastogi,,,,unclassified
Aseem,,,,unclassified
EverCrypt,,,,unclassified
Ramananandro,,,,unclassified
Zinzindohoue,,,,unclassified
inlining,,,,unclassified
mk_find,,,,unclassified
Mouha,,,,unclassified
state_index,,,,unclassified
type-checking,,,,unclassified
block-based,,,,unclassified
block_len,,,,unclassified
block_state,,,,unclassified
hpke_alg,,,,unclassified
KaRaMeL,,,,unclassified
Karthikeyan,,,,unclassified
Pit-Claudel,,,,unclassified
update_multi,,,,unclassified
update_multi_s,,,,unclassified
callees,,,,unclassified
eq_type,,,,unclassified
inlined,,,,unclassified
real-world,,,,unclassified
security-critical,,,,unclassified
whole-program,,,,unclassified
AEAD,,,,unclassified
block_index,,,,unclassified
Delignat-Lavaud,,,,unclassified
Erbsen,,,,unclassified
Fournet,,,,unclassified
Hawblitzel,,,,unclassified
mk_map,,,,unclassified
mk_send,,,,unclassified
update_last,,,,unclassified
USENIX,,,,unclassified
while_body,,,,unclassified
while_cond,,,,unclassified
aead_encrypt,,,,unclassified
as_seq,,,,unclassified
Aumasson,,,,unclassified
ChaCha20,,,,unclassified
deref,,,,unclassified
Gueron,,,,unclassified
key.t,,,,unclassified
Lammich,,,,unclassified
mk_recv,,,,unclassified
MkMap,,,,unclassified
Oliveira,,,,unclassified
Option.map,,,,unclassified
Parno,,,,unclassified
SHA2,,,,unclassified
split_at_last,,,,unclassified
uint32_t,,,,unclassified
update_block,,,,unclassified
vectorized,,,,unclassified
xv,,,,unclassified
AES-GCM,,,,unclassified
aes_dec,,,,unclassified
aes_enc,,,,unclassified
arch_index,,,,unclassified
Beurdouche,,,,unclassified
CAbstractStruct,,,,unclassified
call-site,,,,unclassified
chacha20_encrypt,,,,unclassified
composability,,,,unclassified
encode_point,,,,unclassified
encode_point_64_lowstar,,,,unclassified
encode_point_64_vale,,,,unclassified
EqType,,,,unclassified
fadd,,,,unclassified
field_index,,,,unclassified
Firefox,,,,unclassified
Gerwin,,,,unclassified
hash1,,,,unclassified
High-Assurance,,,,unclassified
Hritcu,,,,unclassified
irecv,,,,unclassified
isend,,,,unclassified
Jean-Karim,,,,unclassified
key_management,,,,unclassified
Letouzey,,,,unclassified
Mathlib,,,,unclassified
max_input,,,,unclassified
MD5,,,,unclassified
meta-program,,,,unclassified
mk_scalamult,,,,unclassified
out_len,,,,unclassified
Pierre-Yves,,,,unclassified
Pit-Claudel's,,,,unclassified
post-conditions,,,,unclassified
scalarmult,,,,unclassified
seL4,,,,unclassified
side-channel,,,,unclassified
spec_is_incremental,,,,unclassified
spec_s,,,,unclassified
str_eqty,,,,unclassified
total_len,,,,unclassified
Abhishek,,,,unclassified
aead_alg,,,,unclassified
aead_decrypt,,,,unclassified
Ashay,,,,unclassified
AVX,,,,unclassified
AVX2,,,,unclassified
Bacelar,,,,unclassified
Barbosa,,,,unclassified
Beringer,,,,unclassified
Biffle,,,,unclassified
bignum,,,,unclassified
Bjorner,,,,unclassified
block-sized,,,,unclassified
Bugzilla,,,,unclassified
chacha20_encrypt_st,,,,unclassified
Chlipala,,,,unclassified
Choi,,,,unclassified
code-rewriting,,,,unclassified
cryptonite,,,,unclassified
Ctlin,,,,unclassified
Danel,,,,unclassified
Dictionary-passing,,,,unclassified
Diffie-Hellman,,,,unclassified
Donenfeld,,,,unclassified
Dworkin,,,,unclassified
encode_point_51,,,,unclassified
EverParse,,,,unclassified
extraction-time,,,,unclassified
finish_s,,,,unclassified
frame_invariant,,,,unclassified
Fromherz,,,,unclassified
get_seen,,,,unclassified
Giannarakis,,,,unclassified
Haskell's,,,,unclassified
Haskell-crypto,,,,unclassified
high-profile,,,,unclassified
Hixon,,,,unclassified
HMAC,,,,unclassified
hpke_sealBase,,,,unclassified
Hricu,,,,unclassified
ill-typed,,,,unclassified
init_s,,,,unclassified
Joonwon,,,,unclassified
Kassios,,,,unclassified
key-value,,,,unclassified
Kohlweiss,,,,unclassified
Krasnov,,,,unclassified
Laporte,,,,unclassified
lbuffer,,,,unclassified
Leino,,,,unclassified
Linux,,,,unclassified
Lorch,,,,unclassified
MacQueen,,,,unclassified
Markulf,,,,unclassified
mkfind,,,,unclassified
modifies-clause,,,,unclassified
MTac2,,,,unclassified
Myreen,,,,unclassified
Nagashima,,,,unclassified
non-trivial,,,,unclassified
Norrish,,,,unclassified
off-the-shelf,,,,unclassified
Paraskevopoulou,,,,unclassified
Philipoom,,,,unclassified
pre-existing,,,,unclassified
prenex,,,,unclassified
proof-to-code,,,,unclassified
re-checked,,,,unclassified
Rizkallah,,,,unclassified
Ronghui,,,,unclassified
Rossberg,,,,unclassified
Rustan,,,,unclassified
SHA-3,,,,unclassified
SHA1,,,,unclassified
SHA3,,,,unclassified
SIGSAC,,,,unclassified
specializable,,,,unclassified
structs,,,,unclassified
Tiago,,,,unclassified
update_last_s,,,,unclassified
update_multi_is_a_fold,,,,unclassified
user-provided,,,,unclassified
user-space,,,,unclassified
Verif,,,,unclassified
Viega,,,,unclassified
Voight,,,,unclassified
Vranken,,,,unclassified
Xiongnan,,,,unclassified
Yutaka,,,,unclassified
Zanella-Beguelin,,,,unclassified
ZanellaBeguelin,,,,unclassified
Zhong,,,,unclassified
Zilin,,,,unclassified
0-cost,,,,unclassified
accross,,,,unclassified
AES128_GCM,,,,unclassified
AES256_GCM,,,,unclassified
aforementionned,,,,unclassified
algorithm-specific,,,,unclassified
allocations1,,,,unclassified
Andronick,,,,unclassified
Arti,,,,unclassified
as-is,,,,unclassified
as-needed,,,,unclassified
Avigad,,,,unclassified
Beeren,,,,unclassified
Bichhawat,,,,unclassified
Blake2b,,,,unclassified
Blake2s,,,,unclassified
blockchain,,,,unclassified
BoringSSL,,,,unclassified
C+AVX,,,,unclassified
C+AVX2,,,,unclassified
CakeML,,,,unclassified
callgraph,,,,unclassified
CertiCoq,,,,unclassified
ChaCha-Poly,,,,unclassified
chacha20_encrypt_128,,,,unclassified
ChaCha20Poly1305,,,,unclassified
Chajed,,,,unclassified
ciphersuites,,,,unclassified
clang's,,,,unclassified
client-facing,,,,unclassified
co-authors,,,,unclassified
codebases,,,,unclassified
Commun,,,,unclassified
computationally-irrelevant,,,,unclassified
constant-time,,,,unclassified
CoqPL,,,,unclassified
correct-by-construction,,,,unclassified
Costanzo,,,,unclassified
CPU's,,,,unclassified
CPython,,,,unclassified
cross-platform,,,,unclassified
crypto-oriented,,,,unclassified
CryptoFuzz,,,,unclassified
curated,,,,unclassified
Curve51,,,,unclassified
Curve64Lowstar,,,,unclassified
Curve64Vale,,,,unclassified
CVE-ridden,,,,unclassified
data-oriented,,,,unclassified
de-allocation,,,,unclassified
Derrin,,,,unclassified
dh_alg,,,,unclassified
Dhammika,,,,unclassified
Dmitry,,,,unclassified
Drop-In,,,,unclassified
DSL-centric,,,,unclassified
Dumitrescu,,,,unclassified
dynlink,,,,unclassified
ease-of-use,,,,unclassified
Elkaduwe,,,,unclassified
Elphinstone,,,,unclassified
enc_t,,,,unclassified
encryption/decryption,,,,unclassified
Engelhardt,,,,unclassified
ESOP/ETAPS,,,,unclassified
extendable-output,,,,unclassified
F-ing,,,,unclassified
fadd_t,,,,unclassified
faux-pas,,,,unclassified
Faz-Hernandez,,,,unclassified
FiatCrypto,,,,unclassified
find's,,,,unclassified
Fine-Tuned,,,,unclassified
finegrained,,,,unclassified
fold-like,,,,unclassified
frontend,,,,unclassified
Galois/Counter,,,,unclassified
genericity,,,,unclassified
Gernot,,,,unclassified
Ghost.erased,,,,unclassified
Gligoric,,,,unclassified
Google's,,,,unclassified
Guo,,,,unclassified
Hacker's,,,,unclassified
HACL's,,,,unclassified
HACLxN,,,,unclassified
Haobin,,,,unclassified
Haozhong,,,,unclassified
Hardware-Specialized,,,,unclassified
heap-allocated,,,,unclassified
Heiser,,,,unclassified
High-Performance,,,,unclassified
higher-level,,,,unclassified
HighPerformance,,,,unclassified
Hiil,,,,unclassified
hpke_sealBase_t,,,,unclassified
Huseyin,,,,unclassified
Hyper-V,,,,unclassified
IACR,,,,unclassified
IJCAR,,,,unclassified
Imperative/HOL,,,,unclassified
in-depth,,,,unclassified
INDOCRYPT,,,,unclassified
input_len,,,,unclassified
int).find,,,,unclassified
Intel(R,,,,unclassified
Internet-Draft,,,,unclassified
intrinsics,,,,unclassified
Ioannis,,,,unclassified
Ishtiaq,,,,unclassified
Jamner,,,,unclassified
Jan-Oliver,,,,unclassified
Jean-Philippe,,,,unclassified
Jieung,,,,unclassified
Jinyang,,,,unclassified
Kacker,,,,unclassified
Kapritsos,,,,unclassified
key_len,,,,unclassified
Kobeissi,,,,unclassified
Kolanski,,,,unclassified
Koutsos,,,,unclassified
Kulatova,,,,unclassified
language-based,,,,unclassified
Lean3,,,,unclassified
Lennart,,,,unclassified
Letouzey's,,,,unclassified
Letouzey-style,,,,unclassified
loc_disjoint,,,,unclassified
malloc,,,,unclassified
mavx,,,,unclassified
mavx2,,,,unclassified
Merigoux,,,,unclassified
message-authentication,,,,unclassified
Meta.Interface.fst,,,,unclassified
MetaF,,,,unclassified
Microsoft's,,,,unclassified
million-line,,,,unclassified
miscompilation,,,,unclassified
mk_hpke_sealBase,,,,unclassified
mkf,,,,unclassified
ML's,,,,unclassified
ML-like,,,,unclassified
modulo-arithmetic,,,,unclassified
monomorphized,,,,unclassified
Morrisett,,,,unclassified
Mozilla,,,,unclassified
Multi-Monadic,,,,unclassified
Mumbai,,,,unclassified
NaCl/x86,,,,unclassified
Nadim,,,,unclassified
Narasimhamurthy,,,,unclassified
native_compute,,,,unclassified
natively-compiled,,,,unclassified
no-key,,,,unclassified
non-contiguous,,,,unclassified
non-deterministic,,,,unclassified
non-generic,,,,unclassified
non-ghost,,,,unclassified
non-local,,,,unclassified
non-negligible,,,,unclassified
non-vectorized,,,,unclassified
NSS,,,,unclassified
Obj.magic,,,,unclassified
OCaml's,,,,unclassified
open-source,,,,unclassified
optional_reveal,,,,unclassified
PACMPL,,,,unclassified
Palmskog,,,,unclassified
parametricity,,,,unclassified
performance-critical,,,,unclassified
Permutation-based,,,,unclassified
Petcher,,,,unclassified
PKC,,,,unclassified
plugin,,,,unclassified
pow2,,,,unclassified
pragma,,,,unclassified
pre-compilation,,,,unclassified
pre-condition,,,,unclassified
pre-processing,,,,unclassified
precomputations,,,,unclassified
previously-seen,,,,unclassified
prevlen,,,,unclassified
prevlen:U64.t,,,,unclassified
proof-oriented,,,,unclassified
proof-producing,,,,unclassified
Public-Key,,,,unclassified
Rafal,,,,unclassified
Ramana,,,,unclassified
Raumer,,,,unclassified
Raunak,,,,unclassified
re-checking,,,,unclassified
re-checks,,,,unclassified
re-hashing,,,,unclassified
re-verification,,,,unclassified
re-verifying,,,,unclassified
Regis-Gianas,,,,unclassified
reinit,,,,unclassified
rewritings,,,,unclassified
Rodriguez-Henriquez,,,,unclassified
running-time,,,,unclassified
Rust's,,,,unclassified
Samin,,,,unclassified
Savary,,,,unclassified
sealBase,,,,unclassified
self-certifying,,,,unclassified
semi-automated,,,,unclassified
Setty,,,,unclassified
shallowly-embedded,,,,unclassified
SHS,,,,unclassified
Shu-Chun,,,,unclassified
SIGACTSIGPLAN,,,,unclassified
SIGARCH,,,,unclassified
sign_t,,,,unclassified
SMT-backed,,,,unclassified
SNAPL,,,,unclassified
snd3,,,,unclassified
Sofronie-Stokkermans,,,,unclassified
solver's,,,,unclassified
Soonho,,,,unclassified
SOSP,,,,unclassified
source-to-source,,,,unclassified
Sozeau,,,,unclassified
spec-level,,,,unclassified
Spiridonova,,,,unclassified
Srinath,,,,unclassified
stack-allocated,,,,unclassified
standalone,,,,unclassified
state_invariant,,,,unclassified
TACAS,,,,unclassified
tactic-generated,,,,unclassified
tactic-rewritten,,,,unclassified
Tatlock,,,,unclassified
Tej,,,,unclassified
Tezos,,,,unclassified
Thomaz,,,,unclassified
TLS,,,,unclassified
toolchains,,,,unclassified
Tuch,,,,unclassified
type-theory-based,,,,unclassified
typedef,,,,unclassified
uint8_t,,,,unclassified
unit-elimination,,,,unclassified
unit-returning,,,,unclassified
use-after,,,,unclassified
use-cases,,,,unclassified
user-defined,,,,unclassified
user-extensible,,,,unclassified
user-written,,,,unclassified
userprovided,,,,unclassified
Vazquez,,,,unclassified
vectorization-agnostic,,,,unclassified
verification-oriented,,,,unclassified
Viorica,,,,unclassified
virtualization,,,,unclassified
Weng,,,,unclassified
widely-used,,,,unclassified
Wilcox-O'Hearn,,,,unclassified
Winnerlein,,,,unclassified
Winwood,,,,unclassified
zero-copy,,,,unclassified
zero-overhead,,,,unclassified
Ziliani,,,,unclassified
Zooko,,,,unclassified
