Term,Pronunciation,Context / Example Usage,Notes,Tags
pmacro,,,,unclassified
SIGPLAN-SIGACT,,,,unclassified
string_of_int,,,,unclassified
Strymonas,,,,unclassified
Stucki,,,,unclassified
type-checking,,,,unclassified
type-checks,,,,unclassified
well-stagedness,,,,unclassified
Yukiyoshi,,,,unclassified
bytecode,,,,unclassified
mprintf,,,,unclassified
mprintk,,,,unclassified
Odersky,,,,unclassified
Rompf,,,,unclassified
run-time,,,,unclassified
Vaugon,,,,unclassified
Walid,,,,unclassified
Aggelos,,,,unclassified
Biboudis,,,,unclassified
Binding-Time,,,,unclassified
Burmako,,,,unclassified
Camlp5,,,,unclassified
Carette,,,,unclassified
Cross-stage,,,,unclassified
Fischbach,,,,unclassified
Flatt's,,,,unclassified
GADTs,,,,unclassified
Ganz,,,,unclassified
Gurtovoy,,,,unclassified
heap-based,,,,unclassified
ill-typed,,,,unclassified
implicits,,,,unclassified
Jang,,,,unclassified
Kohlbecker,,,,unclassified
LexiFi,,,,unclassified
LRT,,,,unclassified
MetaML-style,,,,unclassified
MetaOCaml's,,,,unclassified
Nanevski,,,,unclassified
non-top-level,,,,unclassified
OCaml's,,,,unclassified
Parreaux,,,,unclassified
path-based,,,,unclassified
PEPM,,,,unclassified
Pfenning,,,,unclassified
Pientka,,,,unclassified
quotation-based,,,,unclassified
Rauglaudre,,,,unclassified
Side-effects,,,,unclassified
Tiark,,,,unclassified
Type-Safe,,,,unclassified
value-based,,,,unclassified
well-typedness,,,,unclassified
Yallop,,,,unclassified
Yuhi,,,,unclassified
Zhao,,,,unclassified
ad-hoc,,,,unclassified
Ahrefs,,,,unclassified
Aleksandar,,,,unclassified
Aleksey,,,,unclassified
APLAS,,,,unclassified
Apress,,,,unclassified
ASTs,,,,unclassified
Atsushi,,,,unclassified
Automatique,,,,unclassified
backend,,,,unclassified
Benaissa,,,,unclassified
bitstring,,,,unclassified
Boehm,,,,unclassified
Camlp4,,,,unclassified
closure-converts,,,,unclassified
Codish,,,,unclassified
continuation-passing-style,,,,unclassified
ctypes,,,,unclassified
Darais,,,,unclassified
define-syntax,,,,unclassified
document11,,,,unclassified
DSLs,,,,unclassified
Duba,,,,unclassified
Eijiro,,,,unclassified
EPSRC,,,,unclassified
EPTCS,,,,unclassified
Family/OCaml,,,,unclassified
feature-rich,,,,unclassified
Ferrante,,,,unclassified
for-syntax,,,,unclassified
Funct,,,,unclassified
Gelineau,,,,unclassified
gensym,,,,unclassified
Hans-Juergen,,,,unclassified
Haskell-style,,,,unclassified
heap-allocated,,,,unclassified
if-expressions,,,,unclassified
Igarashi,,,,unclassified
Informatique,,,,unclassified
inlining,,,,unclassified
Institut,,,,unclassified
Jianxin,,,,unclassified
Jmodule,,,,unclassified
Jsig,,,,unclassified
Jtype,,,,unclassified
Junyoung,,,,unclassified
larger-scale,,,,unclassified
let-defined,,,,unclassified
letrec,,,,unclassified
level-indexed,,,,unclassified
lift_string,,,,unclassified
lineartime,,,,unclassified
Liwen,,,,unclassified
Loh,,,,unclassified
loop-based,,,,unclassified
Madhavapeddy,,,,unclassified
Mager,,,,unclassified
Meta.reify_bytecode,,,,unclassified
microbenchmarks,,,,unclassified
Mini-ML,,,,unclassified
ML/OCaml,,,,unclassified
mmvar,,,,unclassified
module-local,,,,unclassified
Monnier,,,,unclassified
mpair,,,,unclassified
mprintf.ml,,,,unclassified
negative-leveled,,,,unclassified
Palladinos,,,,unclassified
ppx,,,,unclassified
ppx-based,,,,unclassified
ppx_bitstring,,,,unclassified
ppx_expect,,,,unclassified
ppx_monad,,,,unclassified
pre-processing,,,,unclassified
prepends,,,,unclassified
printf-style,,,,unclassified
printf.ml,,,,unclassified
program.ml,,,,unclassified
quasiquotes,,,,unclassified
real-world,,,,unclassified
references6,,,,unclassified
regex,,,,unclassified
regexes,,,,unclassified
Sabry,,,,unclassified
Scala's,,,,unclassified
scanf,,,,unclassified
Scope-Safe,,,,unclassified
see-button's,,,,unclassified
Shaikhha,,,,unclassified
Smaragdakis,,,,unclassified
spliceCode,,,,unclassified
statically-typed,,,,unclassified
structs,,,,unclassified
sttype,,,,unclassified
stx,,,,unclassified
Sudo,,,,unclassified
Sumii,,,,unclassified
table-based,,,,unclassified
Takahisa,,,,unclassified
Temporal-Logic,,,,unclassified
term-level,,,,unclassified
term.ml,,,,unclassified
three_and_four,,,,unclassified
Tobin-Hochstadt,,,,unclassified
toplevel,,,,unclassified
type-specialized,,,,unclassified
type-specific,,,,unclassified
typedirected,,,,unclassified
Voizard,,,,unclassified
Vouillon,,,,unclassified
well-scoped,,,,unclassified
Wellstagedness,,,,unclassified
Yannis,,,,unclassified
Yuto,,,,unclassified
Zine-El-Abidine,,,,unclassified
