Term,Pronunciation,Context / Example Usage,Notes,Tags
Atze,,,,unclassified
bigenerator,,,,unclassified
bigenerators,,,,unclassified
Bihuan,,,,unclassified
binheap,,,,unclassified
Branch._1,,,,unclassified
Branch._2,,,,unclassified
bug-finding,,,,unclassified
Carolinae,,,,unclassified
comaps,,,,unclassified
Commentationes,,,,unclassified
Commun,,,,unclassified
Computer-Human,,,,unclassified
concatMap,,,,unclassified
concatMapT,,,,unclassified
concatT,,,,unclassified
cons0,,,,unclassified
consistant,,,,unclassified
coverage-guided,,,,unclassified
Dagstuhl,,,,unclassified
Dagstuhl-Leibniz-Zentrum,,,,unclassified
divide-by-zero,,,,unclassified
Doshi,,,,unclassified
ECOOP,,,,unclassified
Eifeldt,,,,unclassified
Eline,,,,unclassified
England-Elbro,,,,unclassified
EPSRC,,,,unclassified
equally-weighted,,,,unclassified
ESORICS,,,,unclassified
event-place,,,,unclassified
False,,,,unclassified
foldl,,,,unclassified
Frassetto,,,,unclassified
free-monad-like,,,,unclassified
fromEnum,,,,unclassified
function-like,,,,unclassified
fuzzing-style,,,,unclassified
generator-based,,,,unclassified
Ghahramani,,,,unclassified
GHC's,,,,unclassified
Gramatron,,,,unclassified
Greybox,,,,unclassified
Grunske,,,,unclassified
Hatfield-Dodds,,,,unclassified
Havrikov,,,,unclassified
Heiko,,,,unclassified
Henzinger,,,,unclassified
Heuse,,,,unclassified
Hiromi,,,,unclassified
Holz,,,,unclassified
Hoogle,,,,unclassified
humancomputer,,,,unclassified
HypoFuzz-style,,,,unclassified
Hypothesis-inspired,,,,unclassified
ICSE,,,,unclassified
IFH's,,,,unclassified
IFH-style,,,,unclassified
IFuzzer,,,,unclassified
Informatik,,,,unclassified
internaliseMaybe,,,,unclassified
intractably6,,,,unclassified
Ioannidis,,,,unclassified
Ioannis,,,,unclassified
ISSTA,,,,unclassified
Jauernig,,,,unclassified
JBind,,,,unclassified
Jean-Yves,,,,unclassified
Jeuring,,,,unclassified
Jf,,,,unclassified
Jii,,,,unclassified
JLmap,,,,unclassified
JPrune,,,,unclassified
JReturn,,,,unclassified
JS-Divergence,,,,unclassified
Junjie,,,,unclassified
Kambhatla,,,,unclassified
Kammar,,,,unclassified
Katsikas,,,,unclassified
Kiezun,,,,unclassified
Koubek,,,,unclassified
Kullback-Leiber,,,,unclassified
labels.1,,,,unclassified
Learn&fuzz,,,,unclassified
Leijen,,,,unclassified
lesser-known,,,,unclassified
Li-yao,,,,unclassified
liftMi,,,,unclassified
liftMj,,,,unclassified
LIPIcs,,,,unclassified
Lmaps,,,,unclassified
Loh,,,,unclassified
Matela,,,,unclassified
Mathematicae,,,,unclassified
minifiers,,,,unclassified
monad's,,,,unclassified
mutators,,,,unclassified
newtype,,,,unclassified
no-op,,,,unclassified
non-terminals,,,,unclassified
non-termination,,,,unclassified
Odersky,,,,unclassified
Ohad,,,,unclassified
one-another,,,,unclassified
original-date,,,,unclassified
parsing-as-generation,,,,unclassified
PartialProfunctor,,,,unclassified
Patrik,,,,unclassified
pCFG,,,,unclassified
pCFGs,,,,unclassified
Pennsylvania's,,,,unclassified
Ph.D,,,,unclassified
PLClub,,,,unclassified
post-composition,,,,unclassified
Prashast,,,,unclassified
pre-composition,,,,unclassified
precondition-satisfying,,,,unclassified
Programmation,,,,unclassified
pruneing,,,,unclassified
Python's,,,,unclassified
QuickCheck-style,,,,unclassified
R-interpretation,,,,unclassified
Rajamani,,,,unclassified
Rawat,,,,unclassified
re-bracket,,,,unclassified
re-focusing,,,,unclassified
re-run,,,,unclassified
re-running,,,,unclassified
re-weight,,,,unclassified
re-weighted,,,,unclassified
ReaderT,,,,unclassified
reflective-generators,,,,unclassified
Reiterman,,,,unclassified
reweighting,,,,unclassified
Rishabh,,,,unclassified
Sadeghi,,,,unclassified
Shivani,,,,unclassified
shortlex-smaller,,,,unclassified
SIGSOFT,,,,unclassified
singlebit,,,,unclassified
size-based,,,,unclassified
Sokratis,,,,unclassified
SomeException,,,,unclassified
Spandan,,,,unclassified
SSGIP,,,,unclassified
st.composite,,,,unclassified
standard-deviation,,,,unclassified
structure-preserving,,,,unclassified
sub-parts,,,,unclassified
sub-tree,,,,unclassified
subgenerators,,,,unclassified
Superion,,,,unclassified
synthesis-aided,,,,unclassified
Tagless,,,,unclassified
take-away,,,,unclassified
Teuchert,,,,unclassified
time-outs,,,,unclassified
transitioning,,,,unclassified
type-agnostic,,,,unclassified
type-based,,,,unclassified
type-class,,,,unclassified
type-correct,,,,unclassified
types4,,,,unclassified
un-shrunk,,,,unclassified
undefineds,,,,unclassified
User-Centered,,,,unclassified
user-comprehensible,,,,unclassified
weak-complete,,,,unclassified
whitebox,,,,unclassified
withChecksum,,,,unclassified
WORKFLOW,,,,unclassified
WriterT,,,,unclassified
zipWith,,,,unclassified
Ziteng,,,,unclassified
Zoubin,,,,unclassified
