Term,Pronunciation,Context / Example Usage,Notes,Tags
Ht-socket-interp-alloc,,,,unclassified
Iris's,,,,unclassified
leader-only-read-spec,,,,unclassified
leader-only-write-spec,,,,unclassified
leader-read-spec,,,,unclassified
message-passing,,,,unclassified
non-blocking,,,,unclassified
rlk,,,,unclassified
rpc_connect,,,,unclassified
rpc_start,,,,unclassified
RPC_UserParams,,,,unclassified
serve_loop,,,,unclassified
session-type,,,,unclassified
slk,,,,unclassified
write-spec,,,,unclassified
Badban,,,,unclassified
Bizjak,,,,unclassified
Chajed,,,,unclassified
do_reads,,,,unclassified
do_writes,,,,unclassified
ETAPS,,,,unclassified
False,,,,unclassified
FreeAddr,,,,unclassified
Gregersen,,,,unclassified
ipsys,,,,unclassified
Jacques-Henri,,,,unclassified
Lesani,,,,unclassified
mechanised,,,,unclassified
non-trivial,,,,unclassified
observe-at-leader,,,,unclassified
Oddershede,,,,unclassified
pre-determined,,,,unclassified
proto-alloc,,,,unclassified
proto-recv-l,,,,unclassified
receivefrom,,,,unclassified
ReqData,,,,unclassified
server's,,,,unclassified
Stenning's,,,,unclassified
user-defined,,,,unclassified
wait_on_read,,,,unclassified
acknowledgement_message,,,,unclassified
Bengtson,,,,unclassified
Beringer,,,,unclassified
Castro-Perez,,,,unclassified
Comput,,,,unclassified
Conflict-Free,,,,unclassified
CRDTs,,,,unclassified
echo-server,,,,unclassified
enqueueing,,,,unclassified
Fekete,,,,unclassified
follower-read-spec,,,,unclassified
FreeIp,,,,unclassified
Guo,,,,unclassified
Hawblitzel,,,,unclassified
Honore,,,,unclassified
initialises,,,,unclassified
iProto,,,,unclassified
Ivaki,,,,unclassified
Kouzapas,,,,unclassified
Lennart,,,,unclassified
Li-yao,,,,unclassified
linear-order,,,,unclassified
logDB,,,,unclassified
LogMapConsistent,,,,unclassified
Logs-agree,,,,unclassified
Mansky,,,,unclassified
Matsushita,,,,unclassified
Mevel,,,,unclassified
Miu,,,,unclassified
Nobuko,,,,unclassified
non-terminating,,,,unclassified
OCaml-like,,,,unclassified
one-time-use,,,,unclassified
Op-Based,,,,unclassified
proto-send-l,,,,unclassified
protocol-preserving,,,,unclassified
rbuf_inv,,,,unclassified
read_fl,,,,unclassified
RepData,,,,unclassified
RPC-init-alloc,,,,unclassified
SCTP,,,,unclassified
send/receive,,,,unclassified
sendto,,,,unclassified
Sergey,,,,unclassified
server/client,,,,unclassified
server_listen,,,,unclassified
sescrow-dup,,,,unclassified
settimeout,,,,unclassified
SIGPLAN-SIGACT,,,,unclassified
socket-like,,,,unclassified
socketbind,,,,unclassified
sum-types,,,,unclassified
Svendsen,,,,unclassified
symbolic-evaluation,,,,unclassified
Table-lookup,,,,unclassified
Table-update,,,,unclassified
Tatlock,,,,unclassified
tbl,,,,unclassified
try_recv,,,,unclassified
viewshift,,,,unclassified
VILLUM,,,,unclassified
Xia,,,,unclassified
Yishuai,,,,unclassified
Yoshida,,,,unclassified
Zdancewic,,,,unclassified
Zhou,,,,unclassified
4-tuple,,,,unclassified
4-way,,,,unclassified
Actris's,,,,unclassified
Adeqacy,,,,unclassified
Araujo,,,,unclassified
Assia,,,,unclassified
Bahareh,,,,unclassified
Bergan,,,,unclassified
Birkedal,,,,unclassified
brevity's,,,,unclassified
Caires,,,,unclassified
Cezary,,,,unclassified
Chapar,,,,unclassified
clients/received,,,,unclassified
Commun,,,,unclassified
Communication-safe,,,,unclassified
CONLUSION,,,,unclassified
connection_message,,,,unclassified
CPV,,,,unclassified
crash-safe,,,,unclassified
crash-sensitive,,,,unclassified
CRDT,,,,unclassified
CRPIT,,,,unclassified
Dagstuhl,,,,unclassified
Dehne,,,,unclassified
Demange,,,,unclassified
Demers,,,,unclassified
deserialize,,,,unclassified
deserializes,,,,unclassified
Dillig,,,,unclassified
Dimitrios,,,,unclassified
domain-specific,,,,unclassified
dynamically-instantiated,,,,unclassified
echoserver,,,,unclassified
ECOOP,,,,unclassified
Eike,,,,unclassified
encoding/decoding,,,,unclassified
enqueus,,,,unclassified
EuroSys,,,,unclassified
exactly-once,,,,unclassified
Fairbairn,,,,unclassified
Fangyi,,,,unclassified
fault-tolerance,,,,unclassified
fault-tolerant,,,,unclassified
Fokkink,,,,unclassified
Friso,,,,unclassified
from/to,,,,unclassified
fst,,,,unclassified
Funct,,,,unclassified
Gaher,,,,unclassified
genericity,,,,unclassified
Gutkovas,,,,unclassified
heap-allocated,,,,unclassified
Hengchu,,,,unclassified
Hoang-Hai,,,,unclassified
Hoaretriples,,,,unclassified
HOCAP-style,,,,unclassified
HotOS,,,,unclassified
indentifier,,,,unclassified
Informatik,,,,unclassified
information/behaviours,,,,unclassified
internalising,,,,unclassified
ip-address,,,,unclassified
ip-decorated,,,,unclassified
Iris-based,,,,unclassified
IronFleet,,,,unclassified
Isil,,,,unclassified
isMap,,,,unclassified
isSeq,,,,unclassified
ITP,,,,unclassified
Jan-Oliver,,,,unclassified
Jongmans,,,,unclassified
Kaashoek,,,,unclassified
Kaiyuan,,,,unclassified
Kaliszyk,,,,unclassified
Kapritsos,,,,unclassified
Kohei,,,,unclassified
Krishnamurthy,,,,unclassified
Lahav,,,,unclassified
Laranjeiro,,,,unclassified
leader's,,,,unclassified
leader-observes-first,,,,unclassified
Leibniz-Zentrum,,,,unclassified
library-provided,,,,unclassified
Lidong,,,,unclassified
LIPIcs,,,,unclassified
Liron,,,,unclassified
LocalInvDB,,,,unclassified
lock-protected,,,,unclassified
Lorch,,,,unclassified
Madan,,,,unclassified
Mahboubi,,,,unclassified
Mansour,,,,unclassified
Marit,,,,unclassified
McDirmid,,,,unclassified
message-directed,,,,unclassified
middleware,,,,unclassified
ML-like,,,,unclassified
Morrisett,,,,unclassified
multi-consensus,,,,unclassified
multi-party,,,,unclassified
multi-threaded,,,,unclassified
Musuvathi,,,,unclassified
Myreen,,,,unclassified
Naghmeh,,,,unclassified
network-agnostic,,,,unclassified
network-level,,,,unclassified
node-local,,,,unclassified
non-distributed,,,,unclassified
non-operative,,,,unclassified
Norrish,,,,unclassified
Nuno,,,,unclassified
Ohlenbusch,,,,unclassified
omitted5,,,,unclassified
once.1,,,,unclassified
owner/author(s,,,,unclassified
Panchekha,,,,unclassified
parameterised,,,,unclassified
Parno,,,,unclassified
partition-tolerant,,,,unclassified
PDIS,,,,unclassified
points-to-predicate,,,,unclassified
post-condition,,,,unclassified
proto-sendl,,,,unclassified
PVS,,,,unclassified
Ramunas,,,,unclassified
read-your-writes,,,,unclassified
Release-Acquire,,,,unclassified
remniscent,,,,unclassified
remote's,,,,unclassified
request-reply,,,,unclassified
resource2,,,,unclassified
retransmission/acknowledgement,,,,unclassified
role-parametric,,,,unclassified
RustHornBelt,,,,unclassified
sender's,,,,unclassified
server-client,,,,unclassified
server-side,,,,unclassified
server/received,,,,unclassified
session-based,,,,unclassified
session-type-inspired,,,,unclassified
Setty,,,,unclassified
socket-based,,,,unclassified
SOSP,,,,unclassified
Spinelli,,,,unclassified
Spreitzer,,,,unclassified
Srinath,,,,unclassified
statically-typed,,,,unclassified
Stefanesco,,,,unclassified
strlen,,,,unclassified
Sung-Shik,,,,unclassified
supertypes,,,,unclassified
TCP-based,,,,unclassified
Tej,,,,unclassified
Theimer,,,,unclassified
Timany,,,,unclassified
time-insensitive,,,,unclassified
transportindependent,,,,unclassified
type-like,,,,unclassified
UDP-based,,,,unclassified
UDP-like,,,,unclassified
user-declared,,,,unclassified
user-specified,,,,unclassified
Vafeiadis,,,,unclassified
Viktor,,,,unclassified
Voinea,,,,unclassified
Wansbrough,,,,unclassified
WebSocket,,,,unclassified
workflow,,,,unclassified
Yingwei,,,,unclassified
Yishay,,,,unclassified
Yusuke,,,,unclassified
Zeldovich,,,,unclassified
Zheng,,,,unclassified
Zhenyu,,,,unclassified
Zhuang,,,,unclassified
