Term,Pronunciation,Context / Example Usage,Notes,Tags
Niwinski,,,,unclassified
non-deterministic,,,,unclassified
non-higher-order,,,,unclassified
non-intersection,,,,unclassified
non-negative,,,,unclassified
non-recursive,,,,unclassified
non-recursive/acyclic,,,,unclassified
non-trivial,,,,unclassified
Nutz,,,,unclassified
OCaml-like,,,,unclassified
Oliveira,,,,unclassified
Oshikawa,,,,unclassified
overapproximation,,,,unclassified
Pawel,,,,unclassified
PDR-based,,,,unclassified
PEPM,,,,unclassified
Pichardie,,,,unclassified
Pierre-Yves,,,,unclassified
Piterman,,,,unclassified
Podelski,,,,unclassified
poset,,,,unclassified
post-fixpoint,,,,unclassified
Potapov,,,,unclassified
PPDP,,,,unclassified
Qadeer,,,,unclassified
quantifier-free,,,,unclassified
Radhia,,,,unclassified
Ramakrishnan,,,,unclassified
Ramarathnam,,,,unclassified
Random.bool,,,,unclassified
Rastogi,,,,unclassified
refinement-type,,,,unclassified
Rehof,,,,unclassified
Rupak,,,,unclassified
Ryota,,,,unclassified
SAT-Based,,,,unclassified
Saurabh,,,,unclassified
Sebastiani,,,,unclassified
semi-automated,,,,unclassified
Shaz,,,,unclassified
Shoham,,,,unclassified
Shuvendu,,,,unclassified
Sighireanu,,,,unclassified
Slobodova,,,,unclassified
Smolka,,,,unclassified
Srivastava,,,,unclassified
sub-derivations,,,,unclassified
subderivations,,,,unclassified
subprocedures,,,,unclassified
suchOthat,,,,unclassified
Sumit,,,,unclassified
Takuya,,,,unclassified
Tanahashi,,,,unclassified
Terauchi-style,,,,unclassified
Thessaloniki,,,,unclassified
Tomoya,,,,unclassified
Tr-Conflcit0,,,,unclassified
Tr-Conflict0,,,,unclassified
Tr-ConflictN,,,,unclassified
Tr-XX,,,,unclassified
type-based,,,,unclassified
type/qualifier,,,,unclassified
unreachability,,,,unclassified
untypable,,,,unclassified
Urabe,,,,unclassified
Urzyczyn,,,,unclassified
user-defined,,,,unclassified
validityOof,,,,unclassified
Venkatesan,,,,unclassified
Viswanathan's,,,,unclassified
Vizel,,,,unclassified
Wies,,,,unclassified
Xeon,,,,unclassified
Yakir,,,,unclassified
Yoshihiro,,,,unclassified
Yusen,,,,unclassified
Z.J,,,,unclassified
Zanella-Beguelin,,,,unclassified
Zetzsche,,,,unclassified
Zinzindohoue,,,,unclassified
Zufferey,,,,unclassified
Zvonimir,,,,unclassified
