Term,Pronunciation,Context / Example Usage,Notes,Tags
Leijen,,,,unclassified
let-frame,,,,unclassified
most-general,,,,unclassified
Nipkow,,,,unclassified
non-null,,,,unclassified
non-standard,,,,unclassified
nothrow,,,,unclassified
ocaml/dune,,,,unclassified
onMouseClick,,,,unclassified
run_with_error_handler,,,,unclassified
safeLogger,,,,unclassified
sayHello,,,,unclassified
ScopeGuard,,,,unclassified
side-effects,,,,unclassified
SIGPLAN-SIGACT,,,,unclassified
StdOut,,,,unclassified
T-App,,,,unclassified
T-Do,,,,unclassified
T-Ite,,,,unclassified
T-Let,,,,unclassified
typeOf,,,,unclassified
without-frames,,,,unclassified
Baader,,,,unclassified
Boudet,,,,unclassified
Buttner,,,,unclassified
bytecode,,,,unclassified
ClassLoad,,,,unclassified
connmgr/connmanager.go,,,,unclassified
CSafeIOExceptions,,,,unclassified
D.d,,,,unclassified
decred/dcrd,,,,unclassified
enum,,,,unclassified
ExnWithBacktrace,,,,unclassified
Fournet,,,,unclassified
functional-first,,,,unclassified
fvs,,,,unclassified
googleapis/google-cloud-go,,,,unclassified
heavyai/heavydb,,,,unclassified
higher-kinded,,,,unclassified
hof,,,,unclassified
https,,,,unclassified
include/event2/event.h,,,,unclassified
listener's,,,,unclassified
Lowenheim,,,,unclassified
Matija,,,,unclassified
nonThrowing,,,,unclassified
OutputStream,,,,unclassified
Pessaux,,,,unclassified
pushToDownstream,,,,unclassified
recoverWith,,,,unclassified
requestFromUpstream,,,,unclassified
Rudeanu,,,,unclassified
screenshot,,,,unclassified
signatureOf,,,,unclassified
Simonis,,,,unclassified
StdErr,,,,unclassified
subscriber's,,,,unclassified
T-Abs,,,,unclassified
T-Cst,,,,unclassified
T-Def,,,,unclassified
T-Var,,,,unclassified
T-Without,,,,unclassified
T[a,,,,unclassified
Talpin,,,,unclassified
Type-based,,,,unclassified
user-defined,,,,unclassified
username,,,,unclassified
whole-program,,,,unclassified
A.a,,,,unclassified
Abrahamson,,,,unclassified
actor-framework,,,,unclassified
Addison-Wesley,,,,unclassified
akka/akka,,,,unclassified
Aleksander,,,,unclassified
arangodb/arangodb,,,,unclassified
atExit,,,,unclassified
Auflosungsproblem,,,,unclassified
B.b,,,,unclassified
b0-system/b0,,,,unclassified
BaseType,,,,unclassified
Beightol,,,,unclassified
blockchain-based,,,,unclassified
Boruch-Gruszecki,,,,unclassified
c.f,,,,unclassified
CFileDataIO,,,,unclassified
ChainSafe/lodestar,,,,unclassified
Comput,,,,unclassified
ConnManager,,,,unclassified
ConnReq,,,,unclassified
"Console,Throw",,,,unclassified
control-flow,,,,unclassified
cross-module,,,,unclassified
cryptocurrency,,,,unclassified
cs.github.com,,,,unclassified
ctx,,,,unclassified
dart-lang/sdk,,,,unclassified
Datalog,,,,unclassified
Decred,,,,unclassified
def-bound,,,,unclassified
DFG,,,,unclassified
do-expressions,,,,unclassified
ED2K,,,,unclassified
edenhill/librdkafka,,,,unclassified
effect-annotated,,,,unclassified
EffectVar,,,,unclassified
Encoder.java,,,,unclassified
equivalence--because,,,,unclassified
event-based,,,,unclassified
EVENT2_EXPORT_SYMBOL,,,,unclassified
event_base,,,,unclassified
event_base_foreach_event,,,,unclassified
event_base_foreach_event_cb,,,,unclassified
EventBus[ef,,,,unclassified
Execption,,,,unclassified
Exn_with_backtrace,,,,unclassified
facebookincubator/antlir,,,,unclassified
Fiber[Unit,,,,unclassified
file-sharing,,,,unclassified
finalizers,,,,unclassified
Firestore,,,,unclassified
firestore/transaction.go,,,,unclassified
flix.dev,,,,unclassified
Flix1,,,,unclassified
Flix3,,,,unclassified
forbidden(let,,,,unclassified
Forschungsgemeinschaft,,,,unclassified
fully-featured,,,,unclassified
GitHub's,,,,unclassified
Google,,,,unclassified
graphile/persisted-operations,,,,unclassified
GUI-building,,,,unclassified
handleErrorNoRaise,,,,unclassified
Hankin,,,,unclassified
Hanne,,,,unclassified
Hayo,,,,unclassified
https://api.flix.dev,,,,unclassified
https://doc.flix.dev,,,,unclassified
implementation--a,,,,unclassified
inlining,,,,unclassified
Int64,,,,unclassified
IOException,,,,unclassified
janestreet/async_unix,,,,unclassified
janestreet/bonsai,,,,unclassified
JNDI,,,,unclassified
Jouannaud,,,,unclassified
JuliaIO/EzXML.jl,,,,unclassified
Klassenkalkul,,,,unclassified
l(e,,,,unclassified
language5,,,,unclassified
language6,,,,unclassified
language:scala,,,,unclassified
let-binding,,,,unclassified
let-frames,,,,unclassified
let-generalization,,,,unclassified
libevent,,,,unclassified
libevent/libevent,,,,unclassified
Liskov,,,,unclassified
List.map,,,,unclassified
log4j,,,,unclassified
Log4j2,,,,unclassified
LogBack,,,,unclassified
logischen,,,,unclassified
long-running,,,,unclassified
memo.mli,,,,unclassified
mkButton,,,,unclassified
mkEventBus,,,,unclassified
mkGui,,,,unclassified
mldbai/mldb,,,,unclassified
MouseEvent,,,,unclassified
neurolabs/henplus,,,,unclassified
ninedraft/huffy,,,,unclassified
noexcept,,,,unclassified
non-membership,,,,unclassified
Non-Sharing,,,,unclassified
non-throwing,,,,unclassified
non-trivial,,,,unclassified
non-unique,,,,unclassified
nullability,,,,unclassified
ogolem/ogolem,,,,unclassified
Ohad,,,,unclassified
OOPSLA1,,,,unclassified
owner/author(s,,,,unclassified
parallelism-focused,,,,unclassified
pinojs/thread-stream,,,,unclassified
Plasmeijer,,,,unclassified
processbased,,,,unclassified
publish-subscribe,,,,unclassified
qos-ch/logback,,,,unclassified
rd_kafka_destroy,,,,unclassified
re-locked,,,,unclassified
re-motion/TypePipe,,,,unclassified
readLine,,,,unclassified
richfitz/thor,,,,unclassified
Rinus,,,,unclassified
row-typed,,,,unclassified
SafeFile.h,,,,unclassified
SAFKASI,,,,unclassified
Salvaneschi,,,,unclassified
Schmidt-Schauss,,,,unclassified
scijava/scijava-common,,,,unclassified
scope-based,,,,unclassified
scope.h,,,,unclassified
scottlamb/moonfire-nvr,,,,unclassified
sideeffects,,,,unclassified
sint64,,,,unclassified
size_t,,,,unclassified
SizeT,,,,unclassified
Skalka,,,,unclassified
statically-checked,,,,unclassified
std::terminate,,,,unclassified
sub-expressions,,,,unclassified
SubscriberManagement,,,,unclassified
SubscriberManagement.scala,,,,unclassified
T-App-Eff,,,,unclassified
T-Done,,,,unclassified
T-Forbid,,,,unclassified
T-Machine,,,,unclassified
T-Push,,,,unclassified
t.Parallel,,,,unclassified
Thielecke,,,,unclassified
Throw(v,,,,unclassified
TransactionOption,,,,unclassified
Type-Driven,,,,unclassified
type-scheme,,,,unclassified
TypeVar,,,,unclassified
Uber,,,,unclassified
unconditional4,,,,unclassified
uNetworking/uWebSockets,,,,unclassified
unify--not,,,,unclassified
unsubscribe,,,,unclassified
Urusula,,,,unclassified
user-definable,,,,unclassified
VSCode,,,,unclassified
vulnerability2,,,,unclassified
without-construct,,,,unclassified
without-expression,,,,unclassified
xfclose_check,,,,unclassified
Yizhou,,,,unclassified
