Term,Pronunciation,Context / Example Usage,Notes,Tags
reduction relation,,,,
reduction semantics,,,,
runtime,,,,Common-term
Scala,,,,Common-term programming-language
simply-typed,,,,Common-term
variable-binding,,,,Common-term
Why,,,,
prodrec,,,,unclassified
fst,,,,unclassified
suc,,,,unclassified
natrec,,,,unclassified
snd,,,,unclassified
Atkey,,,,unclassified
well-resourced,,,,unclassified
2id,,,,unclassified
emptyrec,,,,unclassified
natrec-star,,,,unclassified
WHNF,,,,unclassified
LNCS,,,,unclassified
subterms,,,,unclassified
https,,,,unclassified
Tejiak,,,,unclassified
Atkey's,,,,unclassified
emb,,,,unclassified
Petricek,,,,unclassified
prodrec0,,,,unclassified
QTT,,,,unclassified
Eades,,,,unclassified
false,,,,unclassified
Ghica,,,,unclassified
non-resourced,,,,unclassified
CwF,,,,unclassified
CwFs,,,,unclassified
emptyrec0,,,,unclassified
Letouzey,,,,unclassified
Mishra-Linger,,,,unclassified
non-erased,,,,unclassified
Pfenning,,,,unclassified
qubits,,,,unclassified
resource-free,,,,unclassified
Scherer,,,,unclassified
Stucki,,,,unclassified
unitrec,,,,unclassified
weakenings,,,,unclassified
zero-product,,,,unclassified
Coquand,,,,unclassified
Eqs,,,,unclassified
fst0,,,,unclassified
Gaetan,,,,unclassified
Geuvers,,,,unclassified
Gratzer,,,,unclassified
informationflow,,,,unclassified
Intensionality,,,,unclassified
JK,,,,unclassified
LIPIcs,,,,unclassified
McBride's,,,,unclassified
meta-theoretic,,,,unclassified
Non-erasable,,,,unclassified
non-neutral,,,,unclassified
non-terminating,,,,unclassified
non-trivial,,,,unclassified
Pfenning's,,,,unclassified
Pritam,,,,unclassified
R)N,,,,unclassified
README.agda,,,,unclassified
resource-aware,,,,unclassified
resource-preserving,,,,unclassified
Rijke,,,,unclassified
semilattice,,,,unclassified
semiring-like,,,,unclassified
SEMIRINGS,,,,unclassified
star-based,,,,unclassified
sub-distributive,,,,unclassified
subterm,,,,unclassified
two-element,,,,unclassified
type-checking,,,,unclassified
Vezzosi,,,,unclassified
Volpano,,,,unclassified
well-scoped,,,,unclassified
WHNFs,,,,unclassified
Wojciech,,,,unclassified
0-annotated,,,,unclassified
2-point,,,,unclassified
7-tuple,,,,unclassified
abstracts/abel1.pdf,,,,unclassified
ACM/IEEE,,,,unclassified
Agda's,,,,unclassified
appropriate--see,,,,unclassified
Atkey--inspired,,,,unclassified
Bassel,,,,unclassified
BCI,,,,unclassified
beroende,,,,unclassified
Boespflug,,,,unclassified
Bruijn-style,,,,unclassified
co)inductive,,,,unclassified
co-domain,,,,unclassified
Context-Dependent,,,,unclassified
deconstructed,,,,unclassified
design/feature,,,,unclassified
ECOOP,,,,unclassified
EPTCS,,,,unclassified
equality--are,,,,unclassified
erased/compile-time,,,,unclassified
Erlangen-Nurnberg,,,,unclassified
expression.3,,,,unclassified
Extraction/erasure,,,,unclassified
Fitchstyle,,,,unclassified
fixed-point,,,,unclassified
FOSSACS,,,,unclassified
four-element,,,,unclassified
G.A,,,,unclassified
Gaboardi,,,,unclassified
H-labelled,,,,unclassified
H/M,,,,unclassified
heap-stored,,,,unclassified
HTML,,,,unclassified
induction-recursion,,,,unclassified
information-flow,,,,unclassified
Joakim,,,,unclassified
Kavvos,,,,unclassified
Kishida,,,,unclassified
Kohei,,,,unclassified
L/M,,,,unclassified
left-divided,,,,unclassified
LICS,,,,unclassified
Liepelt,,,,unclassified
Lower-Bounded,,,,unclassified
M-labelled,,,,unclassified
M/M,,,,unclassified
Mannaa,,,,unclassified
matter.4,,,,unclassified
Matu,,,,unclassified
meta-variables,,,,unclassified
Moded,,,,unclassified
Morrisett,,,,unclassified
Mortberg,,,,unclassified
multi-modal,,,,unclassified
Mycroft,,,,unclassified
N:U,,,,unclassified
non-dependent,,,,unclassified
non-empty,,,,unclassified
non-graded,,,,unclassified
non-implicit,,,,unclassified
non-quantitative,,,,unclassified
non-restricting,,,,unclassified
non-standard,,,,unclassified
non-zero,,,,unclassified
"none-one-tons"").5",,,,unclassified
Nuttin,,,,unclassified
Nuyts,,,,unclassified
Ohman,,,,unclassified
owner/author(s,,,,unclassified
post-fixed,,,,unclassified
pre-existing,,,,unclassified
present/run-time,,,,unclassified
"prodrec,0",,,,unclassified
prodrec00,,,,unclassified
product/-type,,,,unclassified
projections--including,,,,unclassified
re-fit,,,,unclassified
real-world,,,,unclassified
reference-counting,,,,unclassified
reflexive-transitive,,,,unclassified
relation--it,,,,unclassified
resource-wise,,,,unclassified
resourcecorrectness,,,,unclassified
resourcepreserving,,,,unclassified
resourcing/usage,,,,unclassified
rule's,,,,unclassified
run-time,,,,unclassified
Selinger,,,,unclassified
semimodule,,,,unclassified
setting.10,,,,unclassified
short-cuts,,,,unclassified
single-constructor,,,,unclassified
snd0,,,,unclassified
so2,,,,unclassified
star-operator,,,,unclassified
Star-Semiring,,,,unclassified
star-semirings,,,,unclassified
sub-interchangeable,,,,unclassified
suc+1,,,,unclassified
suc0,,,,unclassified
system--the,,,,unclassified
text.1,,,,unclassified
three-element,,,,unclassified
two-world,,,,unclassified
type-case,,,,unclassified
type-erasure,,,,unclassified
type-side,,,,unclassified
types--can,,,,unclassified
types--or,,,,unclassified
types.7,,,,unclassified
types.8,,,,unclassified
typteori,,,,unclassified
unit-vector,,,,unclassified
Universitat,,,,unclassified
Usage-Aware,,,,unclassified
Vetenskapsradet,,,,unclassified
Vilem-Benjamin,,,,unclassified
wellbehaved,,,,unclassified
work--in,,,,unclassified
Zdancewic,,,,unclassified
