Term,Pronunciation,Context / Example Usage,Notes,Tags
tj,,,,unclassified
URL:https,,,,unclassified
wmax,,,,unclassified
Zenodo,,,,unclassified
A-FIX,,,,unclassified
A-VAR-DEF,,,,unclassified
Amadio,,,,unclassified
backward-incompatible,,,,unclassified
caseSize(Iks,,,,unclassified
co)recursive,,,,unclassified
COIND,,,,unclassified
Cormen,,,,unclassified
Coupet-Grimal,,,,unclassified
e[xi,,,,unclassified
elim,,,,unclassified
e}s,,,,unclassified
fresh(i,,,,unclassified
FV(a,,,,unclassified
ill-typed,,,,unclassified
impredicativity,,,,unclassified
IRREL,,,,unclassified
jth,,,,unclassified
MiniAgda,,,,unclassified
mutually-defined,,,,unclassified
position-annotated,,,,unclassified
prenex,,,,unclassified
pvi,,,,unclassified
qi,,,,unclassified
qk,,,,unclassified
RecCheckLoop(C4,,,,unclassified
set-theoretical,,,,unclassified
SMap,,,,unclassified
solveComponent(Cc,,,,unclassified
Sozeau,,,,unclassified
Springer-Verlag,,,,unclassified
trace(f,,,,unclassified
Type1,,,,unclassified
Typei,,,,unclassified
VCons,,,,unclassified
whnf,,,,unclassified
whnf(tk,,,,unclassified
A-CASE,,,,unclassified
A-CHECK,,,,unclassified
A-CONST-DEF,,,,unclassified
A-CONSTR,,,,unclassified
A-GLOBAL-ASSUM,,,,unclassified
A-GLOBAL-DEF,,,,unclassified
A-IND,,,,unclassified
A-IND-STAR,,,,unclassified
Aczel,,,,unclassified
Barendregt,,,,unclassified
Bellman-Ford,,,,unclassified
caseSize,,,,unclassified
checking/inference,,,,unclassified
CIC(Barthe,,,,unclassified
cofixi,,,,unclassified
constrType(c,,,,unclassified
copatterns,,,,unclassified
decompose(tp,,,,unclassified
e-mails,,,,unclassified
e[x,,,,unclassified
elim(Uk,,,,unclassified
entrypoint,,,,unclassified
F(Barthe,,,,unclassified
false,,,,unclassified
FIX-EXPLICIT,,,,unclassified
fix1,,,,unclassified
FV(u,,,,unclassified
getRecVar(tk,,,,unclassified
Hugunin,,,,unclassified
indType(Ik,,,,unclassified
inner-most,,,,unclassified
JFP,,,,unclassified
Komori,,,,unclassified
left-most,,,,unclassified
Listr,,,,unclassified
metanotation,,,,unclassified
metavariables,,,,unclassified
Miquel,,,,unclassified
Multi-step,,,,unclassified
Nat1,,,,unclassified
Nat2,,,,unclassified
Nat3,,,,unclassified
nats6,,,,unclassified
negative-cycle,,,,unclassified
non-position,,,,unclassified
Pastawski,,,,unclassified
Pientka,,,,unclassified
Pseudocode,,,,unclassified
RecCheckLoop(C,,,,unclassified
reflexive-transitive,,,,unclassified
setCorecStars,,,,unclassified
setRecStars,,,,unclassified
setRecStars(tk,,,,unclassified
Severi,,,,unclassified
shortest-path,,,,unclassified
single-source,,,,unclassified
solve(C,,,,unclassified
ST-COIND,,,,unclassified
ST-IND,,,,unclassified
STLC,,,,unclassified
SV(a,,,,unclassified
svi,,,,unclassified
termination/productivity,,,,unclassified
Typei+1,,,,unclassified
Uj,,,,unclassified
Val(Nat,,,,unclassified
VAR-DEF,,,,unclassified
Vezzosi,,,,unclassified
well-typedness,,,,unclassified
Wellformedness,,,,unclassified
WF-GLOBAL-DEF,,,,unclassified
Winterhalter,,,,unclassified
YUFENG,,,,unclassified
1(ICFP,,,,unclassified
1-based,,,,unclassified
2(POPL,,,,unclassified
4(POPL,,,,unclassified
A-ABS,,,,unclassified
A-APP,,,,unclassified
A-COFIX,,,,unclassified
A-CONST-ASSUM,,,,unclassified
A-GLOBAL-NIL,,,,unclassified
A-LET-IN,,,,unclassified
A-PROD,,,,unclassified
A-ST-COIND,,,,unclassified
A-ST-IND,,,,unclassified
A-UNIV,,,,unclassified
A-VAR-ASSUM,,,,unclassified
Agda's,,,,unclassified
Agda9,,,,unclassified
Altenkirch,,,,unclassified
anti-modular,,,,unclassified
anticompositional,,,,unclassified
Author(s,,,,unclassified
axiom(U,,,,unclassified
Banados,,,,unclassified
be--but,,,,unclassified
BESC,,,,unclassified
Boulier,,,,unclassified
brute-force,,,,unclassified
Capture-avoiding,,,,unclassified
case|_:N.N,,,,unclassified
Cette,,,,unclassified
Church--Rosser,,,,unclassified
CIC's,,,,unclassified
CICand,,,,unclassified
CICis,,,,unclassified
CICstar-hat,,,,unclassified
co)cop,,,,unclassified
co)fix,,,,unclassified
co)inductive's,,,,unclassified
co)recursion,,,,unclassified
conaturals,,,,unclassified
conjecFollowing,,,,unclassified
Conseil,,,,unclassified
CONST-ASSUM,,,,unclassified
CONST-DEF,,,,unclassified
constrType,,,,unclassified
constrType(cj,,,,unclassified
Coq.MSets.MSetList,,,,unclassified
Coq.setoid_ring.Field_theory5,,,,unclassified
coq/kernel/Constr.ml,,,,unclassified
coq/kernel/Pretyping.ml,,,,unclassified
coq/theories/MSets/MSetList.v,,,,unclassified
coqc,,,,unclassified
CoqTerminationDiscussion,,,,unclassified
corecursively,,,,unclassified
covariantly,,,,unclassified
CRSNG,,,,unclassified
d'etudes,,,,unclassified
Dagstuhl,,,,unclassified
developers2,,,,unclassified
Dijkstra's,,,,unclassified
do[ing,,,,unclassified
e-mail,,,,unclassified
e[i,,,,unclassified
ete,,,,unclassified
file/module,,,,unclassified
financee,,,,unclassified
Fixed-Points,,,,unclassified
fixi,,,,unclassified
foldmap,,,,unclassified
foldmap6,,,,unclassified
foldmap_annots,,,,unclassified
fully-inferrable,,,,unclassified
Function(s,,,,unclassified
FV(e,,,,unclassified
FV(t,,,,unclassified
Fwith,,,,unclassified
getCorecVar,,,,unclassified
getCorecVar(tk,,,,unclassified
getRecVar,,,,unclassified
getRecVar(ti,,,,unclassified
Ghani,,,,unclassified
GrAl'goire,,,,unclassified
guarded-by-constructors,,,,unclassified
guarded-by-destructors,,,,unclassified
hacks--and,,,,unclassified
html,,,,unclassified
https://creativecommons.org,,,,unclassified
IEEE/ACM,,,,unclassified
Iij,,,,unclassified
Iis,,,,unclassified
inconsistent10,,,,unclassified
indices7,,,,unclassified
indType,,,,unclassified
indType(Ii,,,,unclassified
InductiveCoinductive,,,,unclassified
inferrability,,,,unclassified
inferrable,,,,unclassified
Informatik,,,,unclassified
INFTY,,,,unclassified
injectivity,,,,unclassified
inlined,,,,unclassified
inlining,,,,unclassified
ionathanch/coq,,,,unclassified
jsacchini/cic-wf,,,,unclassified
jsacchini/cicminus,,,,unclassified
kth,,,,unclassified
least-square,,,,unclassified
LeibnizZentrum,,,,unclassified
Leiserson,,,,unclassified
let-expression,,,,unclassified
library4,,,,unclassified
licenses/by/4.0,,,,unclassified
LICS,,,,unclassified
Matsuda,,,,unclassified
max(i,,,,unclassified
metarelations,,,,unclassified
minus1,,,,unclassified
more-or-less,,,,unclassified
MSetList's,,,,unclassified
MSetList_sized's,,,,unclassified
Nationale,,,,unclassified
naturelles,,,,unclassified
non-(co)recursive,,,,unclassified
non-structural,,,,unclassified
non-syntactic,,,,unclassified
nontrivially,,,,unclassified
NSERC,,,,unclassified
OCaml-like,,,,unclassified
Ohman,,,,unclassified
partially-applied,,,,unclassified
productivity-checking,,,,unclassified
proof-irrelevantly,,,,unclassified
PV(tk,,,,unclassified
rank-1,,,,unclassified
realisability,,,,unclassified
RecCheck(C4,,,,unclassified
RecCheckFail,,,,unclassified
RecCheckFail(V,,,,unclassified
RecCheckLoopFail,,,,unclassified
recherches,,,,unclassified
repository1,,,,unclassified
Rivest,,,,unclassified
rule(U1,,,,unclassified
runtimes,,,,unclassified
Sabry,,,,unclassified
Schwerter,,,,unclassified
se/~abela/diss.pdf,,,,unclassified
search_guard,,,,unclassified
section-level,,,,unclassified
setCorecStars(tk,,,,unclassified
setRecStars/setCorecStars,,,,unclassified
settheoretic,,,,unclassified
SIGPLAN-SIGACT,,,,unclassified
size-infer,,,,unclassified
size-inferred,,,,unclassified
size-preserving,,,,unclassified
size-wise,,,,unclassified
Sized-related,,,,unclassified
sized-types,,,,unclassified
sized-types.html,,,,unclassified
sizepreserving,,,,unclassified
smaller-sized,,,,unclassified
sors,,,,unclassified
ST-APP,,,,unclassified
ST-PROD,,,,unclassified
successor-sized,,,,unclassified
Superieure,,,,unclassified
superieures,,,,unclassified
SV(D,,,,unclassified
syntax-based,,,,unclassified
t-statistics,,,,unclassified
Tabareau,,,,unclassified
Technische,,,,unclassified
term(s,,,,unclassified
Term_typing,,,,unclassified
ture,,,,unclassified
Type0,,,,unclassified
typebased,,,,unclassified
Typej,,,,unclassified
Typek,,,,unclassified
Typen,,,,unclassified
Typeops,,,,unclassified
u[k,,,,unclassified
unfold[ing,,,,unclassified
unfoldings,,,,unclassified
Universiteit,,,,unclassified
URL:http://www,,,,unclassified
URL:http://www.cse.chalmers,,,,unclassified
URL:https://github.com,,,,unclassified
user-provided,,,,unclassified
userprovided,,,,unclassified
Uustalu,,,,unclassified
VAR-ASSUM,,,,unclassified
variables:8,,,,unclassified
VNil,,,,unclassified
W-Types,,,,unclassified
WeightedDigraph........graph,,,,unclassified
wellfoundedness,,,,unclassified
WF-GLOBAL-ASSUM,,,,unclassified
WF-LOCAL-DEF,,,,unclassified
WF-NIL,,,,unclassified
whnf(t,,,,unclassified
work3,,,,unclassified
xk,,,,unclassified
y.x.P,,,,unclassified
Yamakawa,,,,unclassified
